crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771178911.739994,2,1,0,1,0,8.3062,7.8863,1.79,-0.4198
1,1771178953.8803499,2,5,0,5,0,8.8633,9.6678,10.42,0.8045
2,1771179012.8397806,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
3,1771179044.7021265,2,20,0,20,0,9.2014,9.8774,43.48,0.6729
4,1771179117.9001102,2,1,0,1,0,11.0928,9.2099,2.50,-1.8830
5,1771179218.0707495,2,8,0,8,0,9.9152,10.5605,16.67,0.6453
6,1771179226.1706934,2,7,0,7,0,9.3905,9.1677,18.42,0.0248
7,1771179349.2716484,2,9,0,9,0,10.1992,9.9579,22.50,-0.2412
8,1771179397.8301473,2,3,0,3,0,10.4219,10.8816,6.25,0.4597
9,1771179406.6809967,2,9,0,9,0,10.3423,11.1641,25.00,0.8403
10,1771179489.2008028,2,8,0,8,0,9.9778,10.3125,17.39,0.3347
11,1771179604.460114,2,1,0,1,0,11.8876,9.9526,2.50,-1.9350
12,1771179619.14072,2,4,0,4,0,10.7905,11.8153,10.00,1.0248
13,1771179639.1699145,2,1,0,1,0,12.9642,10.6695,2.78,-2.2947
14,1771179678.0704987,2,6,0,6,0,10.9004,11.4880,13.64,0.5876
15,1771179690.4413652,2,6,0,6,0,12.3627,11.8977,15.00,-0.4700
16,1771179735.079628,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
