crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771178919.108038,2,4,0,4,0,47.1221,47.2001,8.33,0.0780
1,1771178928.0884001,2,7,0,7,0,47.6328,48.1756,14.58,0.5427
2,1771178958.76129,2,14,0,14,0,47.3841,47.5598,35.00,0.1756
3,1771178965.8681102,2,2,0,2,0,49.0866,48.0935,5.00,-0.9930
4,1771179013.9685717,2,10,0,10,0,47.0672,47.4141,25.00,0.3469
5,1771179014.5831573,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
6,1771179019.3689618,2,5,0,5,0,48.2640,47.9152,13.16,-0.0899
7,1771179026.7507114,2,12,0,12,0,47.3947,49.1984,50.00,2.0954
8,1771179051.4092193,2,7,0,7,0,47.7321,47.7858,17.50,0.0537
9,1771179142.5890324,2,15,0,15,0,47.2889,47.5716,37.50,0.2828
10,1771179306.0981135,2,3,0,3,0,31.9593,49.1206,6.52,1.1816
11,1771179364.5075033,2,1,0,1,0,0.0000,0.0000,2.63,0.0000
12,1771179412.0780342,2,2,0,2,0,47.1019,48.1718,5.00,1.0699
13,1771179465.6774027,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
14,1771179535.559611,2,9,0,9,0,47.4495,48.1135,25.00,0.4445
15,1771179548.1583955,2,2,0,2,0,48.9164,47.7818,4.55,-2.0721
16,1771179550.3790774,2,8,0,8,0,41.1407,47.7032,18.18,0.8126
17,1771179710.708274,2,3,0,3,0,49.9621,49.2301,6.00,-0.7320
