crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771178800.0815158,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1771178836.7716212,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
2,1771178846.0222464,2,1,0,0,1,26.6250,0.0000,2.63,0.0000
3,1771179021.7127671,2,5,0,0,5,24.8790,25.4777,11.90,0.5988
4,1771179025.972454,2,2,0,0,2,24.8008,23.6944,5.00,-1.2170
5,1771179063.3649626,2,15,0,0,15,25.2039,0.0000,41.67,0.0000
6,1771179124.478163,2,38,0,0,38,24.3272,24.6343,316.67,-0.0470
7,1771179153.1347337,2,14,0,0,14,25.0129,25.3259,43.75,0.9981
8,1771179180.1933563,2,8,0,0,8,24.6782,25.1276,18.18,0.2670
9,1771179194.1658049,2,20,0,0,20,24.5148,24.8560,125.00,0.6847
10,1771179227.2144427,2,10,0,0,10,25.3141,25.6067,38.46,0.2817
11,1771179403.5061262,2,46,0,0,46,24.3457,24.8623,575.00,0.0907
12,1771179435.2920873,2,3,0,0,3,24.8492,24.8492,18.75,0.0000
13,1771179520.965409,2,40,0,0,40,24.4290,24.8042,0.00,-0.1159
14,1771179537.8015337,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
15,1771179636.9837224,2,10,0,0,10,21.6840,0.0000,38.46,0.0000
16,1771179686.9837742,2,10,0,0,10,24.6648,25.2748,33.33,0.6100
