crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771178912.26071,2,3,3,0,0,10.0122,9.9962,7.50,-0.0160
1,1771178949.9304197,2,2,2,0,0,10.4083,9.9671,4.55,-0.4412
2,1771178961.0601666,2,1,1,0,0,10.1397,9.2435,2.78,-0.8962
3,1771179060.4303234,2,4,4,0,0,9.3826,9.7999,10.00,0.4173
4,1771179112.410164,2,2,2,0,0,10.4971,11.1335,3.70,0.3955
5,1771179172.7197223,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
6,1771179179.1197183,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
7,1771179211.2300274,2,1,1,0,0,9.8186,9.6821,2.08,-0.1365
8,1771179300.3099833,2,1,1,0,0,10.9097,11.5331,2.08,0.6233
9,1771179306.7297585,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
10,1771179387.3997033,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
11,1771179390.289711,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
12,1771179413.7699206,2,1,1,0,0,9.5872,9.5872,2.50,0.0000
13,1771179434.6397138,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
14,1771179473.0997126,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
15,1771179509.3600276,2,2,2,0,0,9.0281,9.4509,4.17,0.4227
16,1771179519.1302602,2,1,1,0,0,11.3212,11.3212,2.08,0.0000
17,1771179592.3899822,2,1,1,0,0,10.8552,10.4793,2.50,-0.3760
18,1771179660.7101774,2,1,1,0,0,9.6155,9.1807,2.50,-0.4349
