crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771178846.7104216,2,1,0,0,1,38.9369,37.7383,3.12,-1.1986
1,1771178849.6304908,2,2,0,0,2,38.3677,38.8369,6.25,0.4693
2,1771178854.8204563,2,2,0,0,2,38.8369,38.6560,6.25,-0.1809
3,1771178875.2932491,2,18,0,0,18,36.7829,0.0000,90.00,0.0000
4,1771178974.1201866,2,2,0,0,2,37.6591,38.4403,4.17,0.7813
5,1771179021.3107355,2,2,0,0,2,38.0232,37.8095,3.70,0.0000
6,1771179079.7547097,2,21,0,0,21,37.0073,0.0000,116.67,0.0000
7,1771179115.7298243,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
8,1771179179.2399025,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
9,1771179302.7732334,2,19,0,0,19,37.2258,0.0000,86.36,0.0000
10,1771179309.45021,2,2,0,0,2,39.5053,39.0020,5.00,-0.5033
11,1771179321.6733687,2,35,0,0,35,37.4673,37.9389,1750.00,-0.2444
12,1771179417.4903033,2,4,0,0,4,37.0220,37.9450,16.67,0.9230
13,1771179423.1825662,2,24,0,0,24,37.1259,0.0000,0.00,0.0000
14,1771179424.2245505,2,1,0,0,1,36.7551,0.0000,3.85,0.0000
15,1771179492.0303469,2,1,0,0,1,38.0631,38.2703,4.17,0.2072
16,1771179505.630061,2,1,0,0,1,39.1677,38.8893,3.12,-0.2784
17,1771179518.440146,2,35,0,0,35,37.3194,37.5358,583.33,-0.3858
18,1771179556.1699104,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
19,1771179601.5198255,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
