crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771179364.4899771,2,3,3,0,0,44.1044,43.0204,4.69,-1.0840
1,1771179368.4594595,2,1,1,0,0,44.7191,44.3233,1.79,-0.3959
2,1771179431.069062,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
3,1771179450.879237,2,1,1,0,0,44.3237,43.3617,1.79,-0.9620
4,1771179466.9595933,2,1,1,0,0,45.5848,0.0000,1.85,0.0000
5,1771179587.59962,2,2,2,0,0,45.0286,44.4010,5.00,-0.6276
6,1771179590.689079,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
7,1771179653.6793272,2,2,2,0,0,44.3302,43.3949,3.57,-0.9352
8,1771179713.3392391,2,1,1,0,0,46.2659,45.7338,1.79,-0.5321
9,1771179724.5389657,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
10,1771179746.1794534,2,1,1,0,0,43.7859,42.1004,2.08,-1.6856
11,1771179746.3790462,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
