crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771178967.5918603,2,1,1,0,0,15.3457,0.0000,1.72,0.0000
1,1771179012.6714113,2,1,1,0,0,16.7741,16.0235,2.63,-0.7505
2,1771179119.7116194,2,3,3,0,0,16.7576,16.2021,7.50,-0.5555
3,1771179182.4322538,2,3,3,0,0,15.8732,15.7158,4.69,-0.1574
4,1771179289.251246,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
5,1771179335.7711542,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
6,1771179402.7011573,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
7,1771179429.4911773,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
8,1771179439.9179933,2,2,2,0,0,15.5280,16.0922,3.57,0.5642
9,1771179578.4011457,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
10,1771179644.8347287,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
11,1771179707.721147,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
12,1771179735.041147,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
