crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771178751.2768703,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1771178805.366851,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
2,1771178855.068267,2,14,0,0,14,46.5239,0.0000,58.33,0.0000
3,1771179103.3672807,2,1,0,0,1,46.9461,47.3506,1.79,0.4044
4,1771179178.4792936,2,19,0,0,19,46.9980,0.0000,79.17,0.0000
5,1771179200.4370549,2,1,0,0,1,47.2409,47.5573,2.50,0.3164
6,1771179214.0573177,2,3,0,0,3,47.3210,0.0000,7.14,0.0000
7,1771179241.0034306,2,37,0,0,37,46.9821,47.6573,264.29,0.5782
8,1771179346.5393314,2,12,0,0,12,47.9844,48.2550,25.00,0.2706
9,1771179365.427988,2,4,0,0,4,48.5879,48.0716,10.53,-0.6044
10,1771179401.0276883,2,3,0,0,3,48.9600,48.1124,7.50,-0.8477
11,1771179401.54721,2,1,0,0,1,48.5584,48.6712,2.50,0.1128
12,1771179518.8114562,2,48,0,0,48,47.6988,47.2437,1200.00,-0.4077
13,1771179530.656872,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
14,1771179616.6283941,2,17,0,0,17,44.1167,0.0000,94.44,0.0000
15,1771179638.3075027,2,2,0,0,2,47.6790,48.0042,7.14,0.3252
16,1771179643.4976945,2,3,0,0,3,48.5628,48.7438,10.71,0.1810
17,1771179645.0001626,2,30,0,0,30,43.9820,0.0000,0.00,0.0000
18,1771179712.8168786,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
19,1771179716.3268595,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
