crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771178770.5373566,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1771178771.3873537,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
2,1771178891.9690514,2,20,0,0,20,49.7943,0.0000,200.00,0.0000
3,1771178920.057748,2,3,0,0,3,50.7543,49.8530,6.82,-0.9013
4,1771178950.0504212,2,29,0,0,29,49.8235,50.1202,362.50,1.1021
5,1771178951.2377303,2,1,0,0,1,51.5572,0.0000,2.38,0.0000
6,1771179029.7182987,2,4,0,0,4,49.7511,49.9705,8.33,0.2194
7,1771179047.439748,2,27,0,0,27,49.6036,50.4598,90.00,0.0274
8,1771179076.013939,2,34,0,0,34,50.1732,50.9245,170.00,0.5825
9,1771179210.418791,2,8,0,0,8,49.6936,0.0000,25.00,0.0000
10,1771179228.627629,2,2,0,0,2,51.2888,49.6618,4.17,-1.6270
11,1771179270.680347,2,21,0,0,21,49.6146,50.8650,105.00,0.7709
12,1771179316.4915533,2,43,0,0,43,46.0860,50.3798,716.67,0.5630
13,1771179441.7478218,2,6,0,0,6,33.6028,50.9279,15.00,0.5237
14,1771179463.887333,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
15,1771179491.6273339,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
16,1771179509.0723448,2,20,0,0,20,49.9479,50.6615,62.50,0.8898
17,1771179638.179342,2,14,0,0,14,49.5309,49.7549,35.00,0.3886
18,1771179727.5289857,2,9,0,0,9,39.7689,50.5154,25.00,-0.7409
19,1771179728.7526193,2,48,0,0,48,43.4631,50.9513,0.00,0.3171
