crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769883107.3020654,2,5,5,0,0,8.1104,0.0000,12.50,0.0000
1,1769883161.635798,2,5,5,0,0,8.6828,0.0000,12.50,0.0000
2,1769883242.9457335,2,5,5,0,0,7.9250,0.0000,13.89,0.0000
3,1769883258.757146,2,39,39,0,0,7.0853,0.0000,975.00,0.0000
4,1769883318.4538655,2,6,6,0,0,9.4481,0.0000,12.50,0.0000
5,1769883328.3651896,2,4,4,0,0,7.9302,0.0000,10.00,0.0000
6,1769883370.206528,2,8,8,0,0,7.4506,0.0000,19.05,0.0000
7,1769883416.1157255,2,5,5,0,0,9.4790,0.0000,10.87,0.0000
8,1769883458.8076034,2,36,36,0,0,7.0612,0.0000,600.00,0.0000
9,1769883581.1359134,2,6,6,0,0,7.6529,0.0000,8.82,0.0000
10,1769883656.6022837,2,8,8,0,0,6.6180,0.0000,16.67,0.0000
11,1769883674.9553933,2,6,6,0,0,6.4908,0.0000,10.00,0.0000
12,1769883684.4071765,2,36,36,0,0,7.2419,0.0000,150.00,0.0000
13,1769883779.4853408,2,5,5,0,0,9.5809,0.0000,10.42,0.0000
14,1769883791.13693,2,34,34,0,0,6.7395,0.0000,283.33,0.0000
15,1769883857.0061471,2,22,22,0,0,6.1894,0.0000,68.75,0.0000
16,1769883878.069181,2,40,40,0,0,8.9682,0.0000,400.00,0.0000
17,1769883908.3655882,2,7,7,0,0,8.0909,0.0000,15.91,0.0000
