crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769883081.5415123,2,36,36,0,0,3.5436,0.0000,0.00,0.0000
1,1769883110.9805593,2,3,3,0,0,5.2145,0.0000,7.89,0.0000
2,1769883122.5515192,2,18,18,0,0,3.6701,0.0000,50.00,0.0000
3,1769883135.5813725,2,10,10,0,0,5.4114,0.0000,27.78,0.0000
4,1769883161.6605973,2,11,11,0,0,4.2344,0.0000,22.00,0.0000
5,1769883175.0225613,2,27,27,0,0,3.6014,0.0000,84.38,0.0000
6,1769883193.160545,2,7,7,0,0,4.8278,0.0000,20.59,0.0000
7,1769883265.2602484,2,6,6,0,0,4.1345,0.0000,10.34,0.0000
8,1769883330.8042948,2,38,38,0,0,4.3718,0.0000,172.73,0.0000
9,1769883340.4981103,2,9,9,0,0,5.2769,0.0000,21.43,0.0000
10,1769883349.560659,2,4,4,0,0,5.7544,0.0000,10.00,0.0000
11,1769883464.99137,2,9,9,0,0,5.0514,0.0000,25.00,0.0000
12,1769883562.3932903,2,34,34,0,0,4.4400,0.0000,340.00,0.0000
13,1769883611.8666058,2,18,18,0,0,4.2635,0.0000,81.82,0.0000
14,1769883616.6502256,2,6,6,0,0,5.5510,0.0000,18.75,0.0000
15,1769883685.170601,2,8,8,0,0,5.4364,0.0000,18.18,0.0000
16,1769883790.8503752,2,7,7,0,0,5.2145,0.0000,12.07,0.0000
17,1769883828.1912708,2,8,8,0,0,5.3606,0.0000,17.39,0.0000
18,1769883915.810828,2,5,5,0,0,4.6963,0.0000,13.89,0.0000
19,1769883968.3803458,2,4,4,0,0,4.3916,0.0000,10.00,0.0000
