crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769883113.4795206,2,2,0,2,0,25.0193,0.0000,4.76,0.0000
1,1769883195.7510934,2,12,0,12,0,23.9567,0.0000,35.29,0.0000
2,1769883283.7712226,2,26,26,0,0,24.5332,0.0000,92.86,0.0000
3,1769883326.8795934,2,3,0,3,0,24.5882,0.0000,6.25,0.0000
4,1769883329.3421774,2,17,0,17,0,24.6456,0.0000,77.27,0.0000
5,1769883347.1795924,2,5,0,5,0,26.3227,0.0000,10.87,0.0000
6,1769883397.4510467,2,12,0,12,0,24.0920,0.0000,35.29,0.0000
7,1769883426.6306725,2,16,0,16,0,24.1145,0.0000,47.06,0.0000
8,1769883444.7512002,2,12,12,0,0,25.3530,0.0000,35.29,0.0000
9,1769883445.6738176,2,45,45,0,0,23.9033,0.0000,750.00,0.0000
10,1769883467.0300639,2,7,0,7,0,25.4828,0.0000,21.88,0.0000
11,1769883473.7994738,2,4,4,0,0,24.1562,0.0000,9.09,0.0000
12,1769883489.1897454,2,8,0,8,0,23.9498,0.0000,21.05,0.0000
13,1769883600.0598776,2,8,0,8,0,25.0424,0.0000,20.00,0.0000
14,1769883645.139501,2,2,2,0,0,26.0280,0.0000,5.00,0.0000
15,1769883673.0692472,2,1,0,1,0,24.9140,0.0000,2.50,0.0000
16,1769883698.050472,2,11,11,0,0,25.9860,0.0000,28.95,0.0000
17,1769883765.0610034,2,2,2,0,0,24.1946,0.0000,3.85,0.0000
18,1769883805.180634,2,7,0,7,0,24.2329,0.0000,20.59,0.0000
19,1769883963.6013172,2,13,0,13,0,25.9250,0.0000,38.24,0.0000
