crash_trial,sfc_id,vnf_id,recover_success,backup_success,backup_efficient,latency_diff,latency_deg,resource_deg,time_to_recover
2,sfc_cache_p2_1,unknown,False,False,0,0,0,0,0
3,sfc_unique_p3_1,unknown,False,False,0,0,0,0,0
4,sfc_cache_p1_3,unknown,False,False,0,0,0,0,0
4,sfc_cache_p3_3,unknown,False,False,0,0,0,0,0
4,sfc_cache_p5_3,unknown,False,False,0,0,0,0,0
4,sfc_cache_p4_1,unknown,False,False,0,0,0,0,0
4,sfc_unique_p2_3,unknown,False,False,0,0,0,0,0
5,sfc_unique_p5_1,unknown,False,False,0,0,0,0,0
6,sfc_cache_p2_4,unknown,False,False,0,0,0,0,0
6,sfc_cache_p4_4,unknown,False,False,0,0,0,0,0
6,sfc_cache_p5_3,unknown,False,False,0,0,0,0,0
6,sfc_cache_p3_6,unknown,False,False,0,0,0,0,0
6,sfc_unique_p6_3,unknown,False,False,0,0,0,0,0
6,sfc_unique_p3_4,unknown,False,False,0,0,0,0,0
6,sfc_cache_p2_3,unknown,False,False,0,0,0,0,0
7,sfc_cache_p1_7,unknown,False,False,0,0,0,0,0
7,sfc_cache_p3_7,unknown,False,False,0,0,0,0,0
7,sfc_cache_p5_7,unknown,False,False,0,0,0,0,0
7,sfc_cache_p4_11,unknown,False,False,0,0,0,0,0
7,sfc_cache_p2_7,unknown,False,False,0,0,0,0,0
7,sfc_cache_p6_7,unknown,False,False,0,0,0,0,0
7,sfc_unique_p6_9,unknown,False,False,0,0,0,0,0
8,sfc_cache_p1_9,unknown,False,False,0,0,0,0,0
8,sfc_cache_p3_9,unknown,False,False,0,0,0,0,0
8,sfc_cache_p5_9,unknown,False,False,0,0,0,0,0
8,sfc_unique_p3_11,unknown,False,False,0,0,0,0,0
8,sfc_unique_p4_11,unknown,False,False,0,0,0,0,0
8,sfc_cache_p2_9,unknown,False,False,0,0,0,0,0
8,sfc_cache_p1_11,unknown,False,False,0,0,0,0,0
9,sfc_cache_p6_13,unknown,False,False,0,0,0,0,0
9,sfc_cache_p5_15,unknown,False,False,0,0,0,0,0
9,sfc_cache_p3_12,unknown,False,False,0,0,0,0,0
9,sfc_cache_p6_10,unknown,False,False,0,0,0,0,0
9,sfc_cache_p6_15,unknown,False,False,0,0,0,0,0
9,sfc_unique_p5_10,unknown,False,False,0,0,0,0,0
11,sfc_cache_p4_12,unknown,False,False,0,0,0,0,0
11,sfc_cache_p3_13,unknown,False,False,0,0,0,0,0
11,sfc_unique_p5_12,unknown,False,False,0,0,0,0,0
11,sfc_unique_p1_12,unknown,False,False,0,0,0,0,0
12,sfc_cache_p2_13,unknown,False,False,0,0,0,0,0
12,sfc_unique_p2_15,unknown,False,False,0,0,0,0,0
12,sfc_unique_p1_18,unknown,False,False,0,0,0,0,0
13,sfc_cache_p2_19,unknown,False,False,0,0,0,0,0
13,sfc_cache_p4_19,unknown,False,False,0,0,0,0,0
13,sfc_cache_p6_19,unknown,False,False,0,0,0,0,0
13,sfc_cache_p1_19,unknown,False,False,0,0,0,0,0
13,sfc_unique_p3_19,unknown,False,False,0,0,0,0,0
14,sfc_unique_p4_15,unknown,False,False,0,0,0,0,0
15,sfc_unique_p5_18,unknown,False,False,0,0,0,0,0
16,sfc_cache_p2_25,unknown,False,False,0,0,0,0,0
16,sfc_cache_p4_23,unknown,False,False,0,0,0,0,0
17,sfc_cache_p3_23,unknown,False,False,0,0,0,0,0
17,sfc_cache_p5_23,unknown,False,False,0,0,0,0,0
17,sfc_cache_p1_24,unknown,False,False,0,0,0,0,0
18,sfc_unique_p3_28,unknown,False,False,0,0,0,0,0
19,sfc_cache_p1_26,unknown,False,False,0,0,0,0,0
19,sfc_unique_p2_26,unknown,False,False,0,0,0,0,0
20,sfc_unique_p5_27,unknown,False,False,0,0,0,0,0
21,sfc_unique_p5_31,unknown,False,False,0,0,0,0,0
22,sfc_cache_p1_31,unknown,False,False,0,0,0,0,0
22,sfc_cache_p5_31,unknown,False,False,0,0,0,0,0
23,sfc_cache_p2_31,unknown,False,False,0,0,0,0,0
23,sfc_cache_p4_31,unknown,False,False,0,0,0,0,0
23,sfc_cache_p1_29,unknown,False,False,0,0,0,0,0
23,sfc_cache_p3_31,unknown,False,False,0,0,0,0,0
23,sfc_unique_p5_31,unknown,False,False,0,0,0,0,0
23,sfc_cache_p1_33,unknown,False,False,0,0,0,0,0
24,sfc_cache_p2_33,unknown,False,False,0,0,0,0,0
24,sfc_unique_p1_31,unknown,False,False,0,0,0,0,0
24,sfc_unique_p5_30,unknown,False,False,0,0,0,0,0
24,sfc_unique_p6_34,unknown,False,False,0,0,0,0,0
25,sfc_cache_p6_30,unknown,False,False,0,0,0,0,0
25,sfc_cache_p4_31,unknown,False,False,0,0,0,0,0
25,sfc_cache_p1_33,unknown,False,False,0,0,0,0,0
25,sfc_unique_p2_33,unknown,False,False,0,0,0,0,0
26,sfc_unique_p4_32,unknown,False,False,0,0,0,0,0
28,sfc_cache_p1_32,unknown,False,False,0,0,0,0,0
28,sfc_unique_p2_32,unknown,False,False,0,0,0,0,0
28,sfc_unique_p2_33,unknown,False,False,0,0,0,0,0
29,sfc_cache_p3_35,unknown,False,False,0,0,0,0,0
29,sfc_cache_p5_35,unknown,False,False,0,0,0,0,0
29,sfc_cache_p1_32,unknown,False,False,0,0,0,0,0
29,sfc_cache_p1_35,unknown,False,False,0,0,0,0,0
29,sfc_unique_p2_35,unknown,False,False,0,0,0,0,0
30,sfc_cache_p2_36,unknown,False,False,0,0,0,0,0
30,sfc_cache_p4_36,unknown,False,False,0,0,0,0,0
30,sfc_cache_p6_36,unknown,False,False,0,0,0,0,0
30,sfc_cache_p1_36,unknown,False,False,0,0,0,0,0
30,sfc_unique_p3_36,unknown,False,False,0,0,0,0,0
31,sfc_cache_p3_38,unknown,False,False,0,0,0,0,0
32,sfc_cache_p5_38,unknown,False,False,0,0,0,0,0
32,sfc_cache_p1_38,unknown,False,False,0,0,0,0,0
34,sfc_cache_p3_39,unknown,False,False,0,0,0,0,0
34,sfc_unique_p5_41,unknown,False,False,0,0,0,0,0
34,sfc_cache_p3_36,unknown,False,False,0,0,0,0,0
35,sfc_cache_p2_42,unknown,False,False,0,0,0,0,0
35,sfc_cache_p3_39,unknown,False,False,0,0,0,0,0
35,sfc_cache_p5_38,unknown,False,False,0,0,0,0,0
35,sfc_unique_p3_42,unknown,False,False,0,0,0,0,0
35,sfc_cache_p5_42,unknown,False,False,0,0,0,0,0
35,sfc_cache_p4_39,unknown,False,False,0,0,0,0,0
36,sfc_unique_p5_39,unknown,False,False,0,0,0,0,0
37,sfc_cache_p4_42,unknown,False,False,0,0,0,0,0
37,sfc_cache_p5_42,unknown,False,False,0,0,0,0,0
37,sfc_cache_p3_39,unknown,False,False,0,0,0,0,0
37,sfc_cache_p1_42,unknown,False,False,0,0,0,0,0
37,sfc_unique_p4_39,unknown,False,False,0,0,0,0,0
38,sfc_cache_p1_46,unknown,False,False,0,0,0,0,0
38,sfc_cache_p3_46,unknown,False,False,0,0,0,0,0
38,sfc_cache_p5_46,unknown,False,False,0,0,0,0,0
38,sfc_cache_p5_42,unknown,False,False,0,0,0,0,0
38,sfc_cache_p2_44,unknown,False,False,0,0,0,0,0
38,sfc_cache_p4_46,unknown,False,False,0,0,0,0,0
38,sfc_cache_p3_42,unknown,False,False,0,0,0,0,0
39,sfc_unique_p6_45,unknown,False,False,0,0,0,0,0
