crash_trial,sfc_id,vnf_id,recover_success,backup_success,backup_efficient,latency_diff,latency_deg,resource_deg,time_to_recover
5,sfc_unique_p3_9,unknown,False,False,0,0,0,0,0
6,sfc_cache_p2_7,unknown,False,False,0,0,0,0,0
6,sfc_cache_p5_7,unknown,False,False,0,0,0,0,0
6,sfc_cache_p4_8,unknown,False,False,0,0,0,0,0
6,sfc_cache_p6_6,unknown,False,False,0,0,0,0,0
6,sfc_unique_p2_6,unknown,False,False,0,0,0,0,0
6,sfc_cache_p1_7,unknown,False,False,0,0,0,0,0
6,sfc_cache_p6_5,unknown,False,False,0,0,0,0,0
6,sfc_cache_p3_8,unknown,False,False,0,0,0,0,0
6,sfc_unique_p2_8,unknown,False,False,0,0,0,0,0
6,sfc_unique_p6_8,unknown,False,False,0,0,0,0,0
7,sfc_unique_p1_6,unknown,False,False,0,0,0,0,0
7,sfc_cache_p2_6,unknown,False,False,0,0,0,0,0
7,sfc_cache_p5_9,unknown,False,False,0,0,0,0,0
10,sfc_unique_p5_14,unknown,False,False,0,0,0,0,0
10,sfc_unique_p1_12,unknown,False,False,0,0,0,0,0
12,sfc_unique_p3_12,unknown,False,False,0,0,0,0,0
13,sfc_unique_p6_14,unknown,False,False,0,0,0,0,0
13,sfc_cache_p2_16,unknown,False,False,0,0,0,0,0
13,sfc_unique_p3_16,unknown,False,False,0,0,0,0,0
13,sfc_cache_p6_16,unknown,False,False,0,0,0,0,0
13,sfc_cache_p4_16,unknown,False,False,0,0,0,0,0
14,sfc_cache_p2_13,unknown,False,False,0,0,0,0,0
14,sfc_cache_p4_13,unknown,False,False,0,0,0,0,0
14,sfc_cache_p6_13,unknown,False,False,0,0,0,0,0
14,sfc_cache_p4_10,unknown,False,False,0,0,0,0,0
14,sfc_cache_p3_13,unknown,False,False,0,0,0,0,0
14,sfc_cache_p6_10,unknown,False,False,0,0,0,0,0
14,sfc_unique_p2_12,unknown,False,False,0,0,0,0,0
15,sfc_cache_p1_16,unknown,False,False,0,0,0,0,0
17,sfc_unique_p2_14,unknown,False,False,0,0,0,0,0
17,sfc_cache_p1_14,unknown,False,False,0,0,0,0,0
18,sfc_unique_p1_20,unknown,False,False,0,0,0,0,0
18,sfc_unique_p5_20,unknown,False,False,0,0,0,0,0
19,sfc_unique_p6_19,unknown,False,False,0,0,0,0,0
20,sfc_cache_p1_22,unknown,False,False,0,0,0,0,0
20,sfc_unique_p6_17,unknown,False,False,0,0,0,0,0
20,sfc_unique_p5_17,unknown,False,False,0,0,0,0,0
20,sfc_unique_p3_18,unknown,False,False,0,0,0,0,0
21,sfc_cache_p3_23,unknown,False,False,0,0,0,0,0
21,sfc_cache_p1_23,unknown,False,False,0,0,0,0,0
22,sfc_cache_p2_22,unknown,False,False,0,0,0,0,0
22,sfc_cache_p4_22,unknown,False,False,0,0,0,0,0
22,sfc_unique_p2_23,unknown,False,False,0,0,0,0,0
23,sfc_cache_p5_24,unknown,False,False,0,0,0,0,0
23,sfc_cache_p2_25,unknown,False,False,0,0,0,0,0
23,sfc_cache_p4_25,unknown,False,False,0,0,0,0,0
23,sfc_cache_p6_25,unknown,False,False,0,0,0,0,0
23,sfc_cache_p2_24,unknown,False,False,0,0,0,0,0
23,sfc_cache_p3_25,unknown,False,False,0,0,0,0,0
23,sfc_cache_p2_26,unknown,False,False,0,0,0,0,0
23,sfc_unique_p4_26,unknown,False,False,0,0,0,0,0
24,sfc_cache_p2_28,unknown,False,False,0,0,0,0,0
24,sfc_cache_p4_28,unknown,False,False,0,0,0,0,0
24,sfc_unique_p5_28,unknown,False,False,0,0,0,0,0
24,sfc_cache_p3_28,unknown,False,False,0,0,0,0,0
25,sfc_unique_p6_28,unknown,False,False,0,0,0,0,0
27,sfc_unique_p2_30,unknown,False,False,0,0,0,0,0
27,sfc_unique_p1_33,unknown,False,False,0,0,0,0,0
28,sfc_unique_p4_30,unknown,False,False,0,0,0,0,0
29,sfc_unique_p5_30,unknown,False,False,0,0,0,0,0
29,sfc_unique_p3_32,unknown,False,False,0,0,0,0,0
29,sfc_unique_p5_32,unknown,False,False,0,0,0,0,0
29,sfc_cache_p4_35,unknown,False,False,0,0,0,0,0
29,sfc_unique_p6_30,unknown,False,False,0,0,0,0,0
29,sfc_unique_p4_32,unknown,False,False,0,0,0,0,0
29,sfc_unique_p1_33,unknown,False,False,0,0,0,0,0
30,sfc_cache_p3_35,unknown,False,False,0,0,0,0,0
30,sfc_cache_p4_35,unknown,False,False,0,0,0,0,0
30,sfc_cache_p3_32,unknown,False,False,0,0,0,0,0
30,sfc_unique_p3_33,unknown,False,False,0,0,0,0,0
30,sfc_unique_p6_31,unknown,False,False,0,0,0,0,0
30,sfc_cache_p5_32,unknown,False,False,0,0,0,0,0
30,sfc_unique_p4_31,unknown,False,False,0,0,0,0,0
31,sfc_cache_p2_35,unknown,False,False,0,0,0,0,0
31,sfc_cache_p1_33,unknown,False,False,0,0,0,0,0
31,sfc_unique_p2_32,unknown,False,False,0,0,0,0,0
31,sfc_unique_p1_32,unknown,False,False,0,0,0,0,0
32,sfc_cache_p1_34,unknown,False,False,0,0,0,0,0
32,sfc_cache_p1_37,unknown,False,False,0,0,0,0,0
32,sfc_unique_p4_34,unknown,False,False,0,0,0,0,0
