crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771176570.1860578,2,3,0,3,0,47.8439,47.5961,6.25,-0.2479
1,1771176601.1351473,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
2,1771176611.4952438,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
3,1771176665.055163,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
4,1771176716.025877,2,2,0,2,0,50.0224,50.6312,3.57,0.6088
5,1771176767.2651591,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
6,1771176773.0754142,2,1,0,1,0,50.0811,49.1082,1.79,-0.9729
7,1771176791.3851914,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
8,1771176809.4052413,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
9,1771176819.615153,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
10,1771176830.7157617,2,4,0,4,0,49.0786,49.7556,10.00,0.6770
11,1771176867.7360597,2,3,0,3,0,49.8830,49.6827,6.25,-0.2004
12,1771176877.5962975,2,9,0,9,0,49.0529,48.9450,18.75,-0.1079
13,1771176928.6351469,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
14,1771176993.9557939,2,2,0,2,0,49.4926,48.9574,3.57,-0.5352
15,1771177003.7161334,2,4,0,4,0,49.2773,0.0000,8.00,0.0000
16,1771177104.7757363,2,4,0,4,0,49.3389,49.8795,10.00,0.5406
17,1771177134.225148,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
