crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771176424.4358115,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1771176431.8858025,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
2,1771176432.7057881,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
3,1771176578.845902,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
4,1771176619.1473517,2,5,0,0,5,16.2342,15.8389,10.87,-0.1379
5,1771176623.0597837,2,21,0,0,21,15.0416,0.0000,105.00,0.0000
6,1771176630.8998623,2,4,0,0,4,15.6196,16.5115,10.53,0.9620
7,1771176663.4259124,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
8,1771176717.6587827,2,17,0,0,17,13.9640,0.0000,70.83,0.0000
9,1771176744.3365202,2,2,0,0,2,15.7406,14.7261,5.00,-1.0144
10,1771176787.317473,2,7,0,0,7,15.0127,15.4731,17.50,0.4604
11,1771176798.1973264,2,6,0,0,6,15.5168,15.6571,12.50,0.1402
12,1771176832.199068,2,18,0,0,18,14.2428,0.0000,75.00,0.0000
13,1771176933.3064635,2,2,0,0,2,15.1845,13.6875,5.00,-1.4969
14,1771176959.986257,2,1,0,0,1,15.0626,0.0000,2.17,0.0000
15,1771176968.0960712,2,1,0,0,1,14.6305,13.6620,2.08,-0.9685
16,1771177032.8167355,2,3,0,0,3,15.8073,15.5653,6.82,-0.2419
17,1771177100.7362783,2,1,0,0,1,15.5670,16.1049,2.27,0.5378
18,1771177101.4485211,2,14,0,0,14,13.0690,0.0000,58.33,0.0000
19,1771177289.546519,2,2,0,0,2,16.0371,16.3012,4.17,0.2642
