crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771176754.2472656,2,1,0,1,0,52.9697,53.1741,2.08,0.2044
1,1771176754.2969415,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
2,1771176757.5076485,2,4,0,4,0,52.6238,52.2469,7.41,-0.2183
3,1771176777.2175758,2,3,0,3,0,52.1025,52.5690,4.84,-0.4505
4,1771176801.5369625,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
5,1771176853.086939,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
6,1771176865.0974042,2,1,0,1,0,50.8069,52.0076,2.08,1.2007
7,1771176876.1770222,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
8,1771176879.037378,2,1,0,1,0,51.1529,51.4715,2.50,0.3186
9,1771176911.6469553,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
10,1771176940.3670115,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
11,1771176978.0369267,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
12,1771176987.4669333,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
13,1771177044.0072653,2,2,0,2,0,51.6056,51.8527,3.57,0.2471
14,1771177058.2969487,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
15,1771177133.2970319,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
16,1771177158.3270204,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
17,1771177171.9769378,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
18,1771177305.447018,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
