crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771176505.464184,2,29,0,0,29,15.6559,0.0000,207.14,0.0000
1,1771176514.5405643,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
2,1771176549.9811606,2,3,0,0,3,17.6964,17.4420,6.52,0.0000
3,1771176585.404345,2,24,0,0,24,14.9516,0.0000,171.43,0.0000
4,1771176612.3722494,2,10,0,0,10,17.3743,0.0000,33.33,0.0000
5,1771176683.8805478,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
6,1771176718.3871338,2,38,0,0,38,16.7251,17.1460,475.00,1.4395
7,1771176834.9807892,2,1,0,0,1,17.7324,17.7324,2.08,0.0000
8,1771176866.2605405,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
9,1771176889.2918994,2,5,0,0,5,17.4684,17.3811,9.26,-0.1163
10,1771176959.4214554,2,3,0,0,3,17.8870,17.6608,6.25,-0.2263
11,1771177046.8108258,2,1,0,0,1,19.3722,18.3057,2.50,-1.0666
12,1771177111.7713969,2,2,0,0,2,17.5798,18.1131,4.17,0.5333
13,1771177135.1210175,2,1,0,0,1,18.6531,0.0000,2.63,0.0000
14,1771177164.9209077,2,1,0,0,1,17.8362,0.0000,2.17,0.0000
15,1771177168.0209699,2,1,0,0,1,15.4795,15.1759,2.08,-0.3035
16,1771177188.143574,2,20,0,0,20,16.2473,0.0000,83.33,0.0000
17,1771177217.8406205,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
18,1771177272.4706266,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
19,1771177299.2614164,2,3,0,0,3,16.4528,0.0000,7.89,0.0000
