crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771176427.9968176,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1771176436.9471314,2,1,0,0,1,44.5932,0.0000,4.55,0.0000
2,1771176657.2902236,2,21,0,0,21,44.5371,0.0000,105.00,0.0000
3,1771176678.8669147,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
4,1771176694.5976803,2,4,0,0,4,45.4059,45.9680,9.52,0.8031
5,1771176707.916828,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
6,1771176851.3911817,2,26,0,0,26,44.5124,0.0000,144.44,0.0000
7,1771176922.4276748,2,3,0,0,3,45.4369,45.8488,6.52,0.4119
8,1771176941.1269102,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
9,1771176951.8568878,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
10,1771176974.6168873,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
11,1771176975.4268818,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
12,1771176999.6272762,2,1,0,0,1,45.0446,0.0000,2.63,0.0000
13,1771177016.7569287,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
14,1771177121.978631,2,17,0,0,17,44.8073,0.0000,70.83,0.0000
15,1771177147.2969103,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
16,1771177190.2673445,2,3,0,0,3,44.9853,45.6872,6.25,0.7019
17,1771177193.6988015,2,6,0,0,6,45.1731,46.2899,13.64,0.9245
18,1771177224.4291863,2,14,0,0,14,44.6043,0.0000,46.67,0.0000
19,1771177312.477306,2,3,0,0,3,45.3476,45.7357,6.25,0.3880
