crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771176573.335688,2,4,0,4,0,27.0213,26.8313,10.00,-0.1900
1,1771176649.7554278,2,2,0,2,0,26.7320,27.5290,5.00,0.7970
2,1771176719.115694,2,2,0,2,0,26.7465,26.8497,4.17,0.1032
3,1771176897.6352968,2,1,0,1,0,27.9181,26.9768,2.08,-0.9414
4,1771176965.1856167,2,4,0,4,0,27.0727,27.4640,10.00,0.3913
5,1771177021.3352945,2,1,0,1,0,26.6097,25.3089,3.12,-1.3008
6,1771177096.7350576,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
7,1771177136.055516,2,1,0,1,0,27.8018,27.8018,1.79,0.0000
8,1771177285.355889,2,3,0,3,0,26.1289,25.9485,7.50,-0.1803
9,1771177330.2355292,2,3,0,3,0,27.5739,27.8388,7.50,0.2649
