No.,timestamp,time_seconds,users,cpu_utilization,gpu_utilization,bandwidth_utilization,cache_utilization,network_cpu_utilization,network_gpu_utilization,network_cache_utilization,mobile_cpu_utilization,mobile_gpu_utilization,mobile_cache_utilization,latency,comp_latency,comm_latency,latency_diff,queue_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,gpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,gpu_per_flow,cache_per_flow,jain_cpu,jain_gpu,jain_cache,jain_bw,server_energy_consumption,mobile_energy_consumption,total_energy_consumption
0,1763513025.2538404,0,1,0.0326,0.0,0.002,0.0249,3.3479,0.0,2.4947,0.0,0.0,0.0,4.82,3.62,1.2,None,0.00018906593322753906,7.976,True,None,sfc_cache_p1_1,0,None,0,0,0,0,2,0,0,0,False,100.0,15.5,0.0,16.5,0.1366,1.0,0.04,0.0289,2057.9925708094725,10.0,2067.9925708094725
0,1763513025.2543614,0.0,1,0.0326,0.0,0.002,0.0249,3.3479,0.0,2.4947,0.0,0.0,0.0,5.47,3.44,2.02,None,0.00018906593322753906,5.283,True,None,sfc_unique_p1_1,0,None,0,0,0,0,2,0,0,0,False,100.0,15.5,0.0,16.5,0.1366,1.0,0.04,0.0289,2057.9925708094725,10.0,2067.9925708094725
0,1763513025.2684073,0.0,2,0.055,0.0,0.0039,0.0249,5.7961,0.0,2.4947,0.0,0.0,0.0,4.87,3.62,1.25,None,0.0373530387878418,5.327,True,None,sfc_cache_p2_1,0,None,8.33,0,33.0,4,4,0,0,0,False,100.0,13.4175,0.0,8.25,0.1083,1.0,0.0385,0.0289,2071.150363720786,20.0,2091.150363720786
0,1763513025.2688496,0.0,2,0.055,0.0,0.0039,0.0249,5.7961,0.0,2.4947,0.0,0.0,0.0,5.56,3.44,2.11,None,0.0373530387878418,5.358,True,None,sfc_unique_p2_1,0,None,8.33,0,33.0,4,4,0,0,0,False,100.0,13.4175,0.0,8.25,0.1083,1.0,0.0385,0.0289,2071.150363720786,20.0,2091.150363720786
0,1763513025.2831833,0.0,3,0.0841,0.0,0.0062,0.0499,9.144,0.0,4.9894,0.0,0.0,0.0,3.82,2.56,1.26,None,0.051782846450805664,5.318,True,None,sfc_cache_p3_1,0,None,8.33,0,33.0,6,6,0,0,0,False,100.0,14.111666666666666,0.0,11.0,0.1267,1.0,0.0741,0.0303,2093.2878037455503,30.0,2123.2878037455503
0,1763513025.283621,0.0,3,0.0841,0.0,0.0062,0.0499,9.144,0.0,4.9894,0.0,0.0,0.0,7.06,4.88,2.17,None,0.051782846450805664,5.261,True,None,sfc_unique_p3_1,0,None,8.33,0,33.0,6,6,0,0,0,False,100.0,14.111666666666666,0.0,11.0,0.1267,1.0,0.0741,0.0303,2093.2878037455503,30.0,2123.2878037455503
0,1763513025.3010688,0.0,4,0.1085,0.0,0.0086,0.0748,12.0243,0.0,7.4841,0.0,0.0,0.0,4.12,2.35,1.78,None,0.06654167175292969,5.549,True,None,sfc_cache_p4_1,0,None,12.66,0,33.0,8,8,0,0,0,False,100.0,13.9175,0.0,12.375,0.1164,1.0,0.1071,0.0319,2119.293453025847,40.0,2159.293453025847
0,1763513025.3014934,0.0,4,0.1085,0.0,0.0086,0.0748,12.0243,0.0,7.4841,0.0,0.0,0.0,5.72,3.44,2.27,None,0.06654167175292969,5.276,True,None,sfc_unique_p4_1,0,None,12.66,0,33.0,8,8,0,0,0,False,100.0,13.9175,0.0,12.375,0.1164,1.0,0.1071,0.0319,2119.293453025847,40.0,2159.293453025847
0,1763513025.3177795,0.1,5,0.1268,0.0,0.0116,0.0748,14.4725,0.0,7.4841,0.0,0.0,0.0,4.15,2.45,1.7,None,0.0843665599822998,5.444,True,None,sfc_cache_p5_1,0,None,20.99,0,66.0,12,10,0,0,0,False,100.0,13.401,0.0,9.9,0.1001,1.0,0.1034,0.0345,2131.2834700510757,50.0,2181.2834700510757
0,1763513025.3182168,0.1,5,0.1268,0.0,0.0116,0.0748,14.4725,0.0,7.4841,0.0,0.0,0.0,5.56,3.44,2.11,None,0.0843665599822998,5.284,True,None,sfc_unique_p5_1,0,None,20.99,0,66.0,12,10,0,0,0,False,100.0,13.401,0.0,9.9,0.1001,1.0,0.1034,0.0345,2131.2834700510757,50.0,2181.2834700510757
0,1763513025.3325715,0.1,6,0.1439,0.0,0.0138,0.0748,16.9208,0.0,7.4841,0.0,0.0,0.0,3.82,2.56,1.26,None,0.10107040405273438,5.371,True,None,sfc_cache_p6_1,0,None,29.32,0,99.0,16,12,0,0,0,False,100.0,13.056666666666667,0.0,8.25,0.1074,1.0,0.1,0.0345,2148.392276737347,60.0,2208.392276737347
0,1763513025.3329992,0.1,6,0.1439,0.0,0.0138,0.0748,16.9208,0.0,7.4841,0.0,0.0,0.0,7.06,4.88,2.17,None,0.10107040405273438,5.206,True,None,sfc_unique_p6_1,0,None,29.32,0,99.0,16,12,0,0,0,False,100.0,13.056666666666667,0.0,8.25,0.1074,1.0,0.1,0.0345,2148.392276737347,60.0,2208.392276737347
0,1763513051.248617,26.0,6,0.1518,0.0445,0.0197,0.0998,18.3604,4.4527,9.9788,0.0,0.0,0.0,6.62,5.18,1.43,None,0.00025391578674316406,8.84,True,None,sfc_cache_p1_2,0,None,29.32,0,99.0,16,14,0,0,0,False,100.0,12.143571428571429,1.2621428571428572,9.428571428571429,0.13,0.0833,0.1182,0.0529,2203.01441959449,70.0,2273.01441959449
0,1763513051.2491007,26.0,6,0.1518,0.0445,0.0197,0.0998,18.3604,4.4527,9.9788,0.0,0.0,0.0,5.27,2.23,3.05,None,0.00025391578674316406,5.225,True,None,sfc_unique_p1_2,0,None,29.32,0,99.0,16,14,0,0,0,False,100.0,12.143571428571429,1.2621428571428572,9.428571428571429,0.13,0.0833,0.1182,0.0529,2203.01441959449,70.0,2273.01441959449
0,1763513051.267473,26.0,7,0.1692,0.0445,0.0214,0.0998,20.8087,4.4527,9.9788,0.0,0.0,0.0,6.4,5.18,1.21,None,0.021296262741088867,5.301,True,None,sfc_cache_p2_2,0,None,37.65,0,132.0,20,16,0,0,0,False,100.0,12.0425,1.104375,8.25,0.1454,0.0833,0.1145,0.0604,2224.58941959449,80.0,2304.58941959449
0,1763513051.2679117,26.0,7,0.1692,0.0445,0.0214,0.0998,20.8087,4.4527,9.9788,0.0,0.0,0.0,9.11,6.99,2.12,None,0.021296262741088867,5.083,True,None,sfc_unique_p2_2,0,None,37.65,0,132.0,20,16,0,0,0,False,100.0,12.0425,1.104375,8.25,0.1454,0.0833,0.1145,0.0604,2224.58941959449,80.0,2304.58941959449
