No.,timestamp,time_seconds,users,cpu_utilization,gpu_utilization,bandwidth_utilization,cache_utilization,network_cpu_utilization,network_gpu_utilization,network_cache_utilization,mobile_cpu_utilization,mobile_gpu_utilization,mobile_cache_utilization,latency,comp_latency,comm_latency,latency_diff,queue_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,gpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,gpu_per_flow,cache_per_flow,jain_cpu,jain_gpu,jain_cache,jain_bw,server_energy_consumption,mobile_energy_consumption,total_energy_consumption,cpu_fairness,gpu_fairness,cache_fairness,bandwidth_fairness
0,1762654709.875528,0,1,0.0324,0.0,0.0055,0.0249,3.3479,0.0,2.4947,0.0,0.0,0.0,5.03,2.56,2.47,None,0.00018739700317382812,10.785,True,None,sfc_cache_p1_1,0,None,0,0,0,1,2,0,0,0,False,100.0,15.5,0.0,16.5,0.1055,1.0,0.04,0.06,2057.9925708094725,10.0,2067.9925708094725
0,1762654709.8764212,0.0,1,0.0324,0.0,0.0055,0.0249,3.3479,0.0,2.4947,0.0,0.0,0.0,7.34,3.51,3.83,None,0.00018739700317382812,9.337,True,None,sfc_unique_p1_1,0,None,0,0,0,1,2,0,0,0,False,100.0,15.5,0.0,16.5,0.1055,1.0,0.04,0.06,2057.9925708094725,10.0,2067.9925708094725
0,1762654709.9037447,0.0,2,0.055,0.0,0.0109,0.0249,5.7961,0.0,2.4947,0.0,0.0,0.0,5.12,2.56,2.56,None,0.0563046932220459,9.463,True,None,sfc_cache_p2_1,0,None,8.33,0,33.0,5,4,0,0,0,False,100.0,13.4175,0.0,8.25,0.1025,1.0,0.0385,0.06,2071.4274106175517,20.0,2091.4274106175517
0,1762654709.9044886,0.0,2,0.055,0.0,0.0109,0.0249,5.7961,0.0,2.4947,0.0,0.0,0.0,7.52,3.51,4.01,None,0.0563046932220459,9.228,True,None,sfc_unique_p2_1,0,None,8.33,0,33.0,5,4,0,0,0,False,100.0,13.4175,0.0,8.25,0.1025,1.0,0.0385,0.06,2071.4274106175517,20.0,2091.4274106175517
0,1762654709.9295402,0.1,3,0.0758,0.0,0.0164,0.0249,8.2444,0.0,2.4947,0.0,0.0,0.0,4.84,2.56,2.27,None,0.08434295654296875,9.305,True,None,sfc_cache_p3_1,0,None,16.66,0,66.0,9,6,0,0,0,False,100.0,12.723333333333334,0.0,5.5,0.0974,1.0,0.037,0.06,2092.789815817985,30.0,2122.789815817985
0,1762654709.9302452,0.1,3,0.0758,0.0,0.0164,0.0249,8.2444,0.0,2.4947,0.0,0.0,0.0,6.96,3.51,3.44,None,0.08434295654296875,9.235,True,None,sfc_unique_p3_1,0,None,16.66,0,66.0,9,6,0,0,0,False,100.0,12.723333333333334,0.0,5.5,0.0974,1.0,0.037,0.06,2092.789815817985,30.0,2122.789815817985
0,1762654709.9562793,0.1,4,0.0965,0.0,0.0218,0.0249,10.6927,0.0,2.4947,0.0,0.0,0.0,5.12,2.56,2.56,None,0.11006760597229004,9.69,True,None,sfc_cache_p4_1,0,None,24.99,0,99.0,13,8,0,0,0,False,100.0,12.37625,0.0,4.125,0.0922,1.0,0.0357,0.06,2114.1522210184185,40.0,2154.1522210184185
0,1762654709.9570036,0.1,4,0.0965,0.0,0.0218,0.0249,10.6927,0.0,2.4947,0.0,0.0,0.0,7.52,3.51,4.01,None,0.11006760597229004,9.332,True,None,sfc_unique_p4_1,0,None,24.99,0,99.0,13,8,0,0,0,False,100.0,12.37625,0.0,4.125,0.0922,1.0,0.0357,0.06,2114.1522210184185,40.0,2154.1522210184185
0,1762654709.9812977,0.1,5,0.1199,0.0,0.0273,0.0249,13.6086,0.0,2.4947,0.0,0.0,0.0,5.16,2.65,2.51,None,0.1367955207824707,9.287,True,None,sfc_cache_p5_1,0,None,28.99,0,132.0,16,10,0,0,0,False,100.0,12.601,0.0,3.3,0.0915,1.0,0.0345,0.06,2127.0232936078005,50.0,2177.0232936078005
0,1762654709.9819968,0.1,5,0.1199,0.0,0.0273,0.0249,13.6086,0.0,2.4947,0.0,0.0,0.0,7.42,3.51,3.91,None,0.1367955207824707,9.284,True,None,sfc_unique_p5_1,0,None,28.99,0,132.0,16,10,0,0,0,False,100.0,12.601,0.0,3.3,0.0915,1.0,0.0345,0.06,2127.0232936078005,50.0,2177.0232936078005
