No.,timestamp,time_seconds,users,cpu_utilization,gpu_utilization,bandwidth_utilization,cache_utilization,network_cpu_utilization,network_gpu_utilization,network_cache_utilization,mobile_cpu_utilization,mobile_gpu_utilization,mobile_cache_utilization,latency,latency_diff,wait_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,gpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,gpu_per_flow,cache_per_flow,energy_consumption
0,1761669685.483983,175.3,46,0.3362,0.3427,0.1753,0.2495,48.9611,34.2733,24.9471,13.8643,0.0,0.0,5.26,None,None,5.764,True,None,sfc_cache_p6_7,0,None,85.98,0.0,495.0,58,50,0,0,0,False,96.94656488549617,11.0602,2.7201999999999997,6.6,2614.2514586215775
0,1761669685.484365,175.3,46,0.3362,0.3427,0.1753,0.2495,48.9611,34.2733,24.9471,13.8643,0.0,0.0,7.84,None,None,5.585,True,None,sfc_unique_p6_7,0,None,85.98,0.0,495.0,58,50,0,0,0,False,96.96969696969697,11.0602,2.7201999999999997,6.6,2614.2514586215775
0,1761669685.5017073,175.3,46,0.3476,0.3738,0.1856,0.2744,50.9774,37.3803,27.4418,13.8643,0.0,0.0,4.63,None,None,5.233,True,None,sfc_cache_p5_7,0,None,85.98,0.0,495.0,60,52,0,0,0,False,96.99248120300751,10.993846153846153,2.852692307692308,6.980769230769231,2642.9641192004356
0,1761669685.5020454,175.3,46,0.3476,0.3738,0.1856,0.2744,50.9774,37.3803,27.4418,13.8643,0.0,0.0,8.73,None,None,5.261,True,None,sfc_unique_p5_7,0,None,85.98,0.0,495.0,60,52,0,0,0,False,97.01492537313433,10.993846153846153,2.852692307692308,6.980769230769231,2642.9641192004356
0,1761669685.5199578,175.3,46,0.365,0.3738,0.1891,0.2994,54.3252,37.3803,29.9365,13.7448,0.0,0.0,5.15,None,None,5.613,True,None,sfc_cache_p3_7,0,None,85.98,0.0,495.0,62,54,0,0,0,False,97.03703703703704,11.16074074074074,2.747037037037037,7.333333333333333,2656.6883878894932
0,1761669685.520352,175.3,46,0.365,0.3738,0.1891,0.2994,54.3252,37.3803,29.9365,13.7448,0.0,0.0,6.89,None,None,5.16,True,None,sfc_unique_p3_7,0,None,85.98,0.0,495.0,62,54,0,0,0,False,97.05882352941177,11.16074074074074,2.747037037037037,7.333333333333333,2656.6883878894932
0,1761669685.5380425,175.3,46,0.3759,0.3738,0.1924,0.2994,56.7735,37.3803,29.9365,13.5119,0.0,0.0,5.24,None,None,5.131,True,None,sfc_cache_p1_7,0,None,94.31,0.0,528.0,66,56,0,0,0,False,97.08029197080292,11.166964285714286,2.6489285714285713,7.071428571428571,2660.1673385163313
0,1761669685.5383608,175.3,46,0.3759,0.3738,0.1924,0.2994,56.7735,37.3803,29.9365,13.5119,0.0,0.0,7.5,None,None,5.046,True,None,sfc_unique_p1_7,0,None,94.31,0.0,528.0,66,56,0,0,0,False,97.10144927536231,11.166964285714286,2.6489285714285713,7.071428571428571,2660.1673385163313
0,1761669695.4898849,185.3,46,0.3798,0.3738,0.1915,0.3243,57.8535,37.3803,32.4312,12.8068,0.0,0.0,5.88,None,None,6.163,True,None,sfc_cache_p2_6,0,None,90.31,0.0,495.0,65,56,0,0,0,False,97.12230215827337,11.238392857142857,2.6489285714285713,7.660714285714286,2660.8673075613706
0,1761669695.4903421,185.3,46,0.3798,0.3738,0.1915,0.3243,57.8535,37.3803,32.4312,12.8068,0.0,0.0,8.6,None,None,5.251,True,None,sfc_unique_p2_6,0,None,90.31,0.0,495.0,65,56,0,0,0,False,97.14285714285714,11.238392857142857,2.6489285714285713,7.660714285714286,2660.8673075613706
0,1761669697.4086726,187.2,46,0.3925,0.3738,0.194,0.3493,60.5534,37.3803,34.9259,13.1769,0.0,0.0,10.01,None,None,6.737,True,None,sfc_cache_p1_10,0,None,90.31,0.0,495.0,66,58,0,0,0,False,97.16312056737588,11.385344827586207,2.5575862068965516,7.9655172413793105,2660.8673075613706
0,1761669697.4092393,187.2,46,0.3925,0.3738,0.194,0.3493,60.5534,37.3803,34.9259,13.1769,0.0,0.0,7.83,None,None,5.62,True,None,sfc_unique_p1_10,0,None,90.31,0.0,495.0,66,58,0,0,0,False,97.1830985915493,11.385344827586207,2.5575862068965516,7.9655172413793105,2660.8673075613706
0,1761669697.4363759,187.2,47,0.4026,0.3738,0.1993,0.3493,62.8213,37.3803,34.9259,13.5232,0.0,0.0,10.26,None,None,5.614,True,None,sfc_cache_p2_10,0,None,94.31,0.0,528.0,69,60,0,0,0,False,97.2027972027972,11.455833333333334,2.4723333333333333,7.7,2664.0101647042275
0,1761669697.437037,187.2,47,0.4026,0.3738,0.1993,0.3493,62.8213,37.3803,34.9259,13.5232,0.0,0.0,9.24,None,None,6.009,True,None,sfc_unique_p2_10,0,None,94.31,0.0,528.0,69,60,0,0,0,False,97.22222222222221,11.455833333333334,2.4723333333333333,7.7,2664.0101647042275
0,1761669697.462652,187.2,48,0.4139,0.3738,0.2059,0.3493,65.0892,37.3803,34.9259,13.9563,0.0,0.0,9.28,None,None,5.644,True,None,sfc_cache_p3_10,0,None,98.31,0.0,561.0,71,62,0,0,0,False,97.24137931034483,11.521774193548387,2.3925806451612903,7.451612903225806,2673.653021847085
0,1761669697.4630413,187.2,48,0.4139,0.3738,0.2059,0.3493,65.0892,37.3803,34.9259,13.9563,0.0,0.0,8.97,None,None,5.641,True,None,sfc_unique_p3_10,0,None,98.31,0.0,561.0,71,62,0,0,0,False,97.26027397260275,11.521774193548387,2.3925806451612903,7.451612903225806,2673.653021847085
0,1761669697.4879344,187.3,49,0.4249,0.3839,0.2129,0.3742,67.3571,38.3883,37.4206,14.3695,0.0,0.0,9.22,None,None,6.115,True,None,sfc_cache_p4_10,0,None,98.31,0.0,561.0,72,64,0,0,0,False,97.27891156462584,11.58359375,2.3803125,7.734375,2696.9733283011938
0,1761669697.4885328,187.3,49,0.4249,0.3839,0.2129,0.3742,67.3571,38.3883,37.4206,14.3695,0.0,0.0,7.29,None,None,5.415,True,None,sfc_unique_p4_10,0,None,98.31,0.0,561.0,72,64,0,0,0,False,97.2972972972973,11.58359375,2.3803125,7.734375,2696.9733283011938
0,1761669697.5115936,187.3,50,0.4249,0.4284,0.2218,0.3992,67.7891,42.8409,39.9153,14.9388,0.0,0.0,11.34,None,None,5.696,True,None,sfc_cache_p5_10,0,None,98.31,0.0,561.0,74,66,0,0,0,False,97.31543624161074,11.434545454545455,2.5759090909090907,8.0,2738.4177641470383
0,1761669697.5119705,187.3,50,0.4249,0.4284,0.2218,0.3992,67.7891,42.8409,39.9153,14.9388,0.0,0.0,15.84,None,None,5.226,True,None,sfc_unique_p5_10,0,None,98.31,0.0,561.0,74,66,0,0,0,False,97.33333333333334,11.434545454545455,2.5759090909090907,8.0,2738.4177641470383
0,1761669697.5371153,187.3,51,0.4307,0.4368,0.2381,0.3992,68.7611,43.6801,39.9153,16.0738,0.0,0.0,9.05,None,None,5.587,True,None,sfc_cache_p6_10,0,None,102.31,0.0,594.0,77,68,0,0,0,False,97.35099337748345,11.446323529411766,2.5491176470588237,7.764705882352941,2756.1781727525176
0,1761669697.5374734,187.3,51,0.4307,0.4368,0.2381,0.3992,68.7611,43.6801,39.9153,16.0738,0.0,0.0,23.19,None,None,5.456,True,None,sfc_unique_p6_10,0,None,102.31,0.0,594.0,77,68,0,0,0,False,97.36842105263158,11.446323529411766,2.5491176470588237,7.764705882352941,2756.1781727525176
0,1761669700.4909456,190.3,51,0.4301,0.3923,0.2263,0.4241,69.1931,39.2274,42.41,15.5064,0.0,0.0,8.76,None,None,5.988,True,None,sfc_cache_p3_8,0,None,89.98,0.0,528.0,71,66,0,0,0,False,97.38562091503267,11.778030303030304,2.3586363636363634,8.5,2719.0194511923874
0,1761669700.4914668,190.3,51,0.4301,0.3923,0.2263,0.4241,69.1931,39.2274,42.41,15.5064,0.0,0.0,7.93,None,None,5.096,True,None,sfc_unique_p3_8,0,None,89.98,0.0,528.0,71,66,0,0,0,False,97.40259740259741,11.778030303030304,2.3586363636363634,8.5,2719.0194511923874
0,1761669700.5126443,190.3,51,0.4416,0.425,0.2426,0.449,70.1294,42.5033,44.9047,16.6834,0.0,0.0,9.98,None,None,5.295,True,None,sfc_cache_p4_7,0,None,89.98,0.0,528.0,73,68,0,0,0,False,97.41935483870968,11.696323529411766,2.4804411764705883,8.735294117647058,2747.7946654681973
0,1761669700.512991,190.3,51,0.4416,0.425,0.2426,0.449,70.1294,42.5033,44.9047,16.6834,0.0,0.0,17.83,None,None,5.197,True,None,sfc_unique_p4_7,0,None,89.98,0.0,528.0,73,68,0,0,0,False,97.43589743589743,11.696323529411766,2.4804411764705883,8.735294117647058,2747.7946654681973
