No.,timestamp,time_seconds,users,cpu_utilization,bandwidth_utilization,cache_utilization,network_cpu_utilization,network_cache_utilization,mobile_cpu_utilization,mobile_cache_utilization,latency,latency_diff,wait_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,cache_per_flow,energy_consumption
0,1760110679.2888381,0,1,0.0234,0.0189,0.0249,2.3435,2.4947,0.0,0.0,6.43,None,None,7.972,True,None,sfc_cache_p1_1,0,None,0,0,0,2,0,0,0,False,100.0,15.5,16.5,2081.982665222102
0,1760110679.2897587,0.0,1,0.0234,0.0189,0.0249,2.3435,2.4947,0.0,0.0,9.62,None,None,4.859,True,None,sfc_unique_p1_1,0,None,0,0,0,2,0,0,0,False,100.0,15.5,16.5,2081.982665222102
0,1760110679.3070128,0.0,2,0.0436,0.0313,0.0499,4.3597,4.9894,0.0,0.0,5.9,None,None,5.663,True,None,sfc_cache_p2_1,0,None,4.33,0,3,4,0,0,0,False,100.0,14.4175,16.5,2133.545116854976
0,1760110679.3072946,0.0,2,0.0436,0.0313,0.0499,4.3597,4.9894,0.0,0.0,8.03,None,None,4.857,True,None,sfc_unique_p2_1,0,None,4.33,0,3,4,0,0,0,False,100.0,14.4175,16.5,2133.545116854976
0,1760110679.3290222,0.0,3,0.0638,0.0439,0.0748,6.3759,7.4841,0.0,0.0,6.89,None,None,6.05,True,None,sfc_cache_p3_1,0,None,8.66,0,6,6,0,0,0,False,100.0,14.056666666666667,16.5,2141.090388484755
0,1760110679.3294442,0.0,3,0.0638,0.0439,0.0748,6.3759,7.4841,0.0,0.0,9.04,None,None,6.875,True,None,sfc_unique_p3_1,0,None,8.66,0,6,6,0,0,0,False,100.0,14.056666666666667,16.5,2141.090388484755
0,1760110679.3551943,0.1,4,0.0842,0.0667,0.0748,8.417,7.4841,0.0,0.0,8.87,None,None,8.482,True,None,sfc_cache_p4_1,0,None,12.66,33.0,9,8,0,0,0,False,100.0,13.9175,12.375,2167.510176191472
0,1760110679.3554988,0.1,4,0.0842,0.0667,0.0748,8.417,7.4841,0.0,0.0,7.65,None,None,5.229,True,None,sfc_unique_p4_1,0,None,12.66,33.0,9,8,0,0,0,False,100.0,13.9175,12.375,2167.510176191472
0,1760110679.3754284,0.1,5,0.1046,0.0809,0.0748,10.4581,7.4841,0.0,0.0,6.16,None,None,6.467,True,None,sfc_cache_p5_1,0,None,16.66,66.0,12,10,0,0,0,False,100.0,13.834,9.9,2193.176481716933
0,1760110679.3757303,0.1,5,0.1046,0.0809,0.0748,10.4581,7.4841,0.0,0.0,7.66,None,None,4.817,True,None,sfc_unique_p5_1,0,None,16.66,66.0,12,10,0,0,0,False,100.0,13.834,9.9,2193.176481716933
0,1760110679.3931289,0.1,6,0.125,0.0964,0.0748,12.4992,7.4841,0.0,0.0,7.8,None,None,5.606,True,None,sfc_cache_p6_1,0,None,20.66,99.0,15,12,0,0,0,False,100.0,13.778333333333334,8.25,2240.79900145072
0,1760110679.3935676,0.1,6,0.125,0.0964,0.0748,12.4992,7.4841,0.0,0.0,8.12,None,None,5.064,True,None,sfc_unique_p6_1,0,None,20.66,99.0,15,12,0,0,0,False,100.0,13.778333333333334,8.25,2240.79900145072
0,1760110700.2901473,21.0,6,0.1484,0.1124,0.0998,14.8428,9.9788,0.0,0.0,5.09,None,None,5.636,True,None,sfc_cache_p1_2,0,None,20.66,99.0,16,14,0,0,0,False,100.0,14.024285714285714,9.428571428571429,2270.7479257658415
