No.,timestamp,time_seconds,users,cpu_utilization,gpu_utilization,bandwidth_utilization,cache_utilization,network_cpu_utilization,network_gpu_utilization,network_cache_utilization,mobile_cpu_utilization,mobile_gpu_utilization,mobile_cache_utilization,latency,latency_diff,wait_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,gpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,gpu_per_flow,cache_per_flow,energy_consumption
0,1761671272.9783075,58.1,17,0.3103,0.1596,0.0785,0.1497,47.9902,15.9611,14.9682,0.0,0.0,0.0,4.36,None,None,5.363,True,None,sfc_cache_p2_4,0,None,108.29,4,462.0,58,40,0,0,0,False,100.0,11.10925,1.5835000000000001,4.95,2398.873795895681
0,1761671272.9786534,58.1,17,0.3103,0.1596,0.0785,0.1497,47.9902,15.9611,14.9682,0.0,0.0,0.0,10.04,None,None,4.997,True,None,sfc_unique_p2_4,0,None,108.29,4,462.0,58,40,0,0,0,False,100.0,11.10925,1.5835000000000001,4.95,2398.873795895681
0,1761671272.9941874,58.1,18,0.3109,0.1898,0.0895,0.1497,49.1425,18.985,14.9682,0.0,0.0,0.0,4.71,None,None,5.106,True,None,sfc_cache_p3_4,0,None,112.62,8,495.0,62,42,0,0,0,False,100.0,10.834285714285715,1.793809523809524,4.714285714285714,2425.894767881442
0,1761671272.9944997,58.1,18,0.3109,0.1898,0.0895,0.1497,49.1425,18.985,14.9682,0.0,0.0,0.0,7.12,None,None,5.01,True,None,sfc_unique_p3_4,0,None,112.62,8,495.0,62,42,0,0,0,False,100.0,10.834285714285715,1.793809523809524,4.714285714285714,2425.894767881442
0,1761671273.0125005,58.1,19,0.3151,0.2167,0.0991,0.1497,50.4385,21.6737,14.9682,0.0,0.0,0.0,4.36,None,None,5.398,True,None,sfc_cache_p4_4,0,None,112.62,16.33,528.0,66,44,0,0,0,False,100.0,10.614545454545455,1.9547727272727273,4.5,2464.4418194214513
0,1761671273.012858,58.1,19,0.3151,0.2167,0.0991,0.1497,50.4385,21.6737,14.9682,0.0,0.0,0.0,7.05,None,None,4.996,True,None,sfc_unique_p4_4,0,None,112.62,16.33,528.0,66,44,0,0,0,False,100.0,10.614545454545455,1.9547727272727273,4.5,2464.4418194214513
0,1761671273.0310268,58.1,20,0.324,0.2251,0.1115,0.1746,52.9591,22.5129,17.463,0.0,0.0,0.0,5.19,None,None,5.139,True,None,sfc_cache_p5_4,0,None,116.95,16.33,528.0,69,46,0,0,0,False,100.0,10.660434782608695,1.9421739130434783,5.021739130434782,2495.9077021531825
0,1761671273.031413,58.1,20,0.324,0.2251,0.1115,0.1746,52.9591,22.5129,17.463,0.0,0.0,0.0,9.86,None,None,4.997,True,None,sfc_unique_p5_4,0,None,116.95,16.33,528.0,69,46,0,0,0,False,100.0,10.660434782608695,1.9421739130434783,5.021739130434782,2495.9077021531825
0,1761671273.0535321,58.2,21,0.3233,0.2596,0.1211,0.1746,53.9311,25.9576,17.463,0.0,0.0,0.0,4.47,None,None,5.669,True,None,sfc_cache_p6_4,0,None,116.95,24.66,561.0,73,48,0,0,0,False,100.0,10.40375,2.1460416666666666,4.8125,2507.5529583054813
0,1761671273.0539367,58.2,21,0.3233,0.2596,0.1211,0.1746,53.9311,25.9576,17.463,0.0,0.0,0.0,7.34,None,None,5.053,True,None,sfc_unique_p6_4,0,None,116.95,24.66,561.0,73,48,0,0,0,False,100.0,10.40375,2.1460416666666666,4.8125,2507.5529583054813
0,1761671278.13372,63.2,21,0.3287,0.2596,0.1261,0.1996,54.8307,25.9576,19.9577,0.0,0.0,0.0,8.09,None,None,5.682,True,None,sfc_cache_p1_1,0,None,108.62,24.66,528.0,71,48,0,0,0,False,100.0,10.577291666666666,2.1460416666666666,5.5,2513.619356695823
0,1761671278.134101,63.2,21,0.3287,0.2596,0.1261,0.1996,54.8307,25.9576,19.9577,0.0,0.0,0.0,11.5,None,None,4.937,True,None,sfc_unique_p1_1,0,None,108.62,24.66,528.0,71,48,0,0,0,False,100.0,10.577291666666666,2.1460416666666666,5.5,2513.619356695823
0,1761671288.1364841,73.2,21,0.3123,0.2823,0.1276,0.2245,52.31,28.2255,22.4524,0.0,0.0,0.0,5.54,None,None,5.649,True,None,sfc_cache_p1_3,0,None,91.96,24.66,462.0,65,46,0,0,0,False,100.0,10.529782608695653,2.435,6.456521739130435,2512.705370383489
0,1761671288.1369145,73.2,21,0.3123,0.2823,0.1276,0.2245,52.31,28.2255,22.4524,0.0,0.0,0.0,10.64,None,None,5.019,True,None,sfc_unique_p1_3,0,None,91.96,24.66,462.0,65,46,0,0,0,False,100.0,10.529782608695653,2.435,6.456521739130435,2512.705370383489
0,1761671288.1541107,73.3,21,0.335,0.2823,0.1327,0.2495,55.6579,28.2255,24.9471,0.0,0.0,0.0,6.6,None,None,5.217,True,None,sfc_cache_p5_1,0,None,91.96,24.66,462.0,67,48,0,0,0,False,100.0,10.736875,2.3335416666666666,6.875,2529.5742761256342
0,1761671288.1544273,73.3,21,0.335,0.2823,0.1327,0.2495,55.6579,28.2255,24.9471,0.0,0.0,0.0,9.85,None,None,4.963,True,None,sfc_unique_p5_1,0,None,91.96,24.66,462.0,67,48,0,0,0,False,100.0,10.736875,2.3335416666666666,6.875,2529.5742761256342
0,1761671290.9907725,76.1,21,0.3509,0.2823,0.1405,0.2744,59.0058,28.2255,27.4418,0.0,0.0,0.0,5.24,None,None,5.973,True,None,sfc_cache_p1_5,0,None,91.96,24.66,462.0,68,50,0,0,0,False,100.0,10.9274,2.2402,7.26,2539.2171332684916
0,1761671290.9911911,76.1,21,0.3509,0.2823,0.1405,0.2744,59.0058,28.2255,27.4418,0.0,0.0,0.0,8.46,None,None,5.437,True,None,sfc_unique_p1_5,0,None,91.96,24.66,462.0,68,50,0,0,0,False,100.0,10.9274,2.2402,7.26,2539.2171332684916
0,1761671291.0123858,76.1,22,0.3582,0.2823,0.1482,0.2744,61.4541,28.2255,27.4418,0.0,0.0,0.0,5.24,None,None,5.516,True,None,sfc_cache_p2_5,0,None,100.29,24.66,495.0,72,52,0,0,0,False,100.0,10.943076923076923,2.1540384615384616,6.980769230769231,2557.4342761256344
0,1761671291.0127854,76.1,22,0.3582,0.2823,0.1482,0.2744,61.4541,28.2255,27.4418,0.0,0.0,0.0,9.23,None,None,5.091,True,None,sfc_unique_p2_5,0,None,100.29,24.66,495.0,72,52,0,0,0,False,100.0,10.943076923076923,2.1540384615384616,6.980769230769231,2557.4342761256344
0,1761671291.0354369,76.1,23,0.3705,0.2823,0.1585,0.2994,64.154,28.2255,29.9365,0.8649,0.0,0.0,8.51,None,None,5.386,True,None,sfc_cache_p3_5,0,None,100.29,24.66,495.0,74,54,0,0,0,False,100.0,11.111851851851851,2.0742592592592595,7.333333333333333,2580.4335618399195
0,1761671291.035824,76.1,23,0.3705,0.2823,0.1585,0.2994,64.154,28.2255,29.9365,0.8649,0.0,0.0,9.51,None,None,5.381,True,None,sfc_unique_p3_5,0,None,100.29,24.66,495.0,74,54,0,0,0,False,100.0,11.111851851851851,2.0742592592592595,7.333333333333333,2580.4335618399195
0,1761671291.0531373,76.2,24,0.3798,0.2823,0.1681,0.2994,66.4219,28.2255,29.9365,1.6552,0.0,0.0,9.86,None,None,5.572,True,None,sfc_cache_p4_5,0,None,104.29,24.66,528.0,77,56,0,0,0,False,100.0,11.197142857142856,2.0001785714285716,7.071428571428571,2582.4278475542055
0,1761671291.0534728,76.2,24,0.3798,0.2823,0.1681,0.2994,66.4219,28.2255,29.9365,1.6552,0.0,0.0,10.55,None,None,5.033,True,None,sfc_unique_p4_5,0,None,104.29,24.66,528.0,77,56,0,0,0,False,100.0,11.197142857142856,2.0001785714285716,7.071428571428571,2582.4278475542055
0,1761671291.0769057,76.2,25,0.3941,0.2823,0.182,0.3243,69.1218,28.2255,32.4312,2.4202,0.0,0.0,9.73,None,None,5.697,True,None,sfc_cache_p5_5,0,None,104.29,24.66,528.0,78,58,0,0,0,False,100.0,11.34551724137931,1.9312068965517242,7.396551724137931,2604.098602125014
0,1761671291.0772629,76.2,25,0.3941,0.2823,0.182,0.3243,69.1218,28.2255,32.4312,2.4202,0.0,0.0,12.17,None,None,5.207,True,None,sfc_unique_p5_5,0,None,104.29,24.66,528.0,78,58,0,0,0,False,100.0,11.34551724137931,1.9312068965517242,7.396551724137931,2604.098602125014
0,1761671291.096984,76.2,26,0.3923,0.3268,0.195,0.3243,69.4814,32.6782,32.4312,3.0968,0.0,0.0,9.86,None,None,5.756,True,None,sfc_cache_p6_5,0,None,108.29,24.66,561.0,81,60,0,0,0,False,100.0,11.122833333333334,2.1613333333333333,7.15,2647.2928878393004
0,1761671291.0973284,76.2,26,0.3923,0.3268,0.195,0.3243,69.4814,32.6782,32.4312,3.0968,0.0,0.0,9.36,None,None,4.972,True,None,sfc_unique_p6_5,0,None,108.29,24.66,561.0,81,60,0,0,0,False,100.0,11.122833333333334,2.1613333333333333,7.15,2647.2928878393004
0,1761671293.1422079,78.2,26,0.3753,0.3268,0.1909,0.2994,65.9532,32.6782,29.9365,3.84,0.0,0.0,9.33,None,None,5.881,True,None,sfc_cache_p5_3,0,None,103.96,24.66,561.0,79,58,0,0,0,False,100.0,11.046551724137931,2.2358620689655173,6.827586206896552,2647.2928878393004
0,1761671293.1426013,78.2,26,0.3753,0.3268,0.1909,0.2994,65.9532,32.6782,29.9365,3.84,0.0,0.0,8.48,None,None,5.001,True,None,sfc_unique_p5_3,0,None,103.96,24.66,561.0,79,58,0,0,0,False,100.0,11.046551724137931,2.2358620689655173,6.827586206896552,2647.2928878393004
0,1761671293.1587298,78.3,26,0.3892,0.3352,0.2056,0.2994,67.8615,33.5173,29.9365,4.608,0.0,0.0,11.51,None,None,5.033,True,None,sfc_cache_p6_1,0,None,107.96,24.66,594.0,81,60,0,0,0,False,100.0,11.072833333333334,2.216833333333333,6.6,2655.6178878393002
0,1761671293.1590302,78.3,26,0.3892,0.3352,0.2056,0.2994,67.8615,33.5173,29.9365,4.608,0.0,0.0,10.62,None,None,4.965,True,None,sfc_unique_p6_1,0,None,107.96,24.66,594.0,81,60,0,0,0,False,100.0,11.072833333333334,2.216833333333333,6.6,2655.6178878393002
0,1761671298.144012,83.2,26,0.3735,0.3352,0.2022,0.2744,64.3332,33.5173,27.4418,5.376,0.0,0.0,13.17,None,None,6.004,True,None,sfc_cache_p4_1,0,None,103.63,24.66,594.0,78,58,0,0,0,False,100.0,10.994827586206897,2.2932758620689655,6.258620689655173,2654.0751699937655
0,1761671298.1444042,83.2,26,0.3735,0.3352,0.2022,0.2744,64.3332,33.5173,27.4418,5.376,0.0,0.0,12.23,None,None,4.85,True,None,sfc_unique_p4_1,0,None,103.63,24.66,594.0,78,58,0,0,0,False,100.0,10.994827586206897,2.2932758620689655,6.258620689655173,2654.0751699937655
0,1761671298.1601923,83.3,26,0.3893,0.3352,0.2115,0.2744,66.6011,33.5173,27.4418,6.144,0.0,0.0,13.33,None,None,4.951,True,None,sfc_cache_p2_1,0,None,107.63,24.66,627.0,81,60,0,0,0,False,100.0,11.078333333333335,2.216833333333333,6.05,2663.049316410729
0,1761671298.1605117,83.3,26,0.3893,0.3352,0.2115,0.2744,66.6011,33.5173,27.4418,6.144,0.0,0.0,11.99,None,None,4.93,True,None,sfc_unique_p2_1,0,None,107.63,24.66,627.0,81,60,0,0,0,False,100.0,11.078333333333335,2.216833333333333,6.05,2663.049316410729
0,1761671314.0105307,99.1,26,0.3961,0.3654,0.233,0.2994,68.0051,36.5412,29.9365,6.75,0.0,0.0,9.9,None,None,5.645,True,None,sfc_cache_p1_6,0,None,107.63,24.66,627.0,82,62,0,0,0,False,100.0,11.02741935483871,2.3388709677419355,6.387096774193548,2688.2674171056706
0,1761671314.0109231,99.1,26,0.3961,0.3654,0.233,0.2994,68.0051,36.5412,29.9365,6.75,0.0,0.0,10.94,None,None,5.062,True,None,sfc_unique_p1_6,0,None,107.63,24.66,627.0,82,62,0,0,0,False,100.0,11.02741935483871,2.3388709677419355,6.387096774193548,2688.2674171056706
0,1761671314.0301943,99.1,27,0.4059,0.3654,0.2407,0.2994,70.273,36.5412,29.9365,7.2727,0.0,0.0,8.17,None,None,5.597,True,None,sfc_cache_p2_6,0,None,111.63,24.66,660.0,85,64,0,0,0,False,100.0,11.1046875,2.26578125,6.1875,2688.2674171056706
0,1761671314.030514,99.1,27,0.4059,0.3654,0.2407,0.2994,70.273,36.5412,29.9365,7.2727,0.0,0.0,6.95,None,None,5.292,True,None,sfc_unique_p2_6,0,None,111.63,24.66,660.0,85,64,0,0,0,False,100.0,11.1046875,2.26578125,6.1875,2688.2674171056706
0,1761671314.0515277,99.2,28,0.4168,0.3654,0.2498,0.2994,72.5409,36.5412,29.9365,7.8222,0.0,0.0,10.28,None,None,5.456,True,None,sfc_cache_p3_6,0,None,115.63,24.66,693.0,87,66,0,0,0,False,100.0,11.177272727272728,2.197121212121212,6.0,2688.2674171056706
0,1761671314.0518875,99.2,28,0.4168,0.3654,0.2498,0.2994,72.5409,36.5412,29.9365,7.8222,0.0,0.0,7.89,None,None,5.158,True,None,sfc_unique_p3_6,0,None,115.63,24.66,693.0,87,66,0,0,0,False,100.0,11.177272727272728,2.197121212121212,6.0,2688.2674171056706
0,1761671314.0746055,99.2,29,0.4227,0.3973,0.2726,0.3243,73.5129,39.7339,32.4312,8.7339,0.0,0.0,9.34,None,None,5.513,True,None,sfc_cache_p4_6,0,None,115.63,24.66,693.0,89,68,0,0,0,False,100.0,11.118088235294119,2.3188235294117647,6.3088235294117645,2715.359535198845
0,1761671314.0749557,99.2,29,0.4227,0.3973,0.2726,0.3243,73.5129,39.7339,32.4312,8.7339,0.0,0.0,14.77,None,None,5.221,True,None,sfc_unique_p4_6,0,None,115.63,24.66,693.0,89,68,0,0,0,False,100.0,11.118088235294119,2.3188235294117647,6.3088235294117645,2715.359535198845
0,1761671314.0993195,99.2,30,0.4333,0.3973,0.2882,0.3243,75.4212,39.7339,32.4312,9.6068,0.0,0.0,10.13,None,None,6.283,True,None,sfc_cache_p5_6,0,None,115.63,28.66,726.0,91,70,0,0,0,False,100.0,11.186142857142856,2.2525714285714287,6.128571428571429,2731.786557200705
0,1761671314.099718,99.2,30,0.4333,0.3973,0.2882,0.3243,75.4212,39.7339,32.4312,9.6068,0.0,0.0,20.07,None,None,5.602,True,None,sfc_unique_p5_6,0,None,115.63,28.66,726.0,91,70,0,0,0,False,100.0,11.186142857142856,2.2525714285714287,6.128571428571429,2731.786557200705
0,1761671314.1241713,99.2,31,0.4406,0.3973,0.3012,0.3243,77.3295,39.7339,32.4312,10.3003,0.0,0.0,8.33,None,None,5.543,True,None,sfc_cache_p6_6,0,None,115.63,32.66,759.0,94,72,0,0,0,False,100.0,11.250416666666666,2.19,5.958333333333333,2748.213579202564
0,1761671314.1245456,99.2,31,0.4406,0.3973,0.3012,0.3243,77.3295,39.7339,32.4312,10.3003,0.0,0.0,17.79,None,None,4.974,True,None,sfc_unique_p6_6,0,None,115.63,32.66,759.0,94,72,0,0,0,False,100.0,11.250416666666666,2.19,5.958333333333333,2748.213579202564
0,1761671318.149933,103.3,31,0.443,0.3973,0.3037,0.3243,76.7895,39.7339,32.4312,11.3227,0.0,0.0,8.8,None,None,5.806,True,None,sfc_cache_p6_3,0,None,111.3,32.66,759.0,93,72,0,0,0,False,100.0,11.310555555555554,2.19,5.958333333333333,2748.213579202564
0,1761671318.1503718,103.3,31,0.443,0.3973,0.3037,0.3243,76.7895,39.7339,32.4312,11.3227,0.0,0.0,14.07,None,None,5.239,True,None,sfc_unique_p6_3,0,None,111.3,32.66,759.0,93,72,0,0,0,False,100.0,11.310555555555554,2.19,5.958333333333333,2748.213579202564
0,1761671329.037935,114.1,31,0.4457,0.4419,0.3202,0.3493,77.2215,44.1866,34.9259,12.0966,0.0,0.0,9.23,None,None,5.825,True,None,sfc_cache_p1_7,0,None,111.3,32.66,759.0,93,74,0,0,0,False,100.0,11.184999999999999,2.3695945945945946,6.243243243243243,2764.6151826695195
