crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769387217.8366964,2,0,0,0,0
1,1769387218.3357272,2,0,0,0,0
2,1769387226.005892,2,0,0,0,0
3,1769387227.5878422,2,12,12,0,0
4,1769387267.556234,2,1,1,0,0
5,1769387297.0163221,2,0,0,0,0
6,1769387303.2057228,2,2,2,0,0
7,1769387306.6664617,2,13,13,0,0
8,1769387351.5096996,2,9,9,0,0
9,1769387355.0067847,2,25,25,0,0
10,1769387356.0609114,2,1,1,0,0
11,1769387358.6259646,2,15,13,2,0
12,1769387391.6561463,2,12,12,0,0
13,1769387422.0561066,2,21,21,0,0
14,1769387428.5677207,2,11,11,0,0
15,1769387474.6666932,2,0,0,0,0
16,1769387520.5459368,2,8,8,0,0
17,1769387544.7764173,2,22,22,0,0
18,1769387554.8663023,2,10,10,0,0
19,1769387572.846561,2,1,1,0,0
20,1769387590.6462839,2,10,10,0,0
21,1769387598.9458194,2,0,0,0,0
22,1769387600.5599666,2,0,0,0,0
23,1769387605.5467966,2,14,12,2,0
24,1769387611.0361001,2,1,1,0,0
25,1769387611.2461033,2,7,7,0,0
26,1769387611.7716167,2,11,11,0,0
27,1769387641.1062636,2,1,1,0,0
28,1769387656.7775936,2,13,6,7,0
29,1769387684.8263695,2,18,16,2,0
30,1769387729.3765619,2,24,24,0,0
31,1769387739.1364152,2,5,5,0,0
32,1769387765.4758198,2,22,22,0,0
33,1769387773.2466695,2,20,20,0,0
34,1769387776.9930403,2,1,1,0,0
35,1769387850.1958687,2,20,20,0,0
36,1769387855.5861719,2,18,18,0,0
37,1769387859.0745046,2,1,1,0,0
38,1769387892.4269645,2,30,30,0,0
39,1769387896.9913826,2,9,9,0,0
40,1769387901.1662586,2,13,13,0,0
41,1769387941.4161294,2,6,6,0,0
42,1769387986.765914,2,4,4,0,0
