crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769387215.7976606,2,0,0,0,0
1,1769387225.9578927,2,0,0,0,0
2,1769387226.568418,2,1,1,0,0
3,1769387296.348306,2,0,0,0,0
4,1769387340.4978762,2,2,2,0,0
5,1769387341.607754,2,12,12,0,0
6,1769387344.4678628,2,14,14,0,0
7,1769387348.6793714,2,14,14,0,0
8,1769387358.90781,2,10,10,0,0
9,1769387363.2276244,2,3,3,0,0
10,1769387364.407819,2,0,0,0,0
11,1769387371.458301,2,18,18,0,0
12,1769387383.5077481,2,21,21,0,0
13,1769387412.906965,2,3,3,0,0
14,1769387417.4780018,2,17,17,0,0
15,1769387440.189542,2,14,14,0,0
16,1769387451.2600243,2,8,8,0,0
17,1769387455.6384058,2,2,2,0,0
18,1769387470.1877468,2,13,13,0,0
19,1769387479.0184095,2,5,5,0,0
20,1769387504.1188526,2,28,28,0,0
21,1769387534.678536,2,1,1,0,0
22,1769387555.1483068,2,1,1,0,0
23,1769387556.3878515,2,14,14,0,0
24,1769387559.2378917,2,19,19,0,0
25,1769387577.3579917,2,10,8,1,1
26,1769387598.158004,2,6,6,0,0
27,1769387646.5176766,2,4,4,0,0
28,1769387673.188132,2,13,13,0,0
29,1769387684.7382073,2,21,21,0,0
30,1769387689.0884585,2,0,0,0,0
31,1769387689.2284875,2,3,3,0,0
32,1769387697.3880086,2,11,11,0,0
33,1769387698.4235764,2,12,12,0,0
34,1769387718.503421,2,11,11,0,0
35,1769387750.117631,2,1,1,0,0
36,1769387869.1885014,2,14,14,0,0
37,1769387914.6077964,2,13,13,0,0
38,1769387915.730897,2,22,22,0,0
39,1769387934.698266,2,1,1,0,0
40,1769387948.4887795,2,17,17,0,0
41,1769387965.7985413,2,12,12,0,0
42,1769388023.8426118,2,2,2,0,0
43,1769388039.5177596,2,4,4,0,0
44,1769388044.729397,2,13,13,0,0
45,1769388122.8477569,2,2,2,0,0
46,1769388134.6177773,2,3,3,0,0
47,1769388135.4883096,2,16,16,0,0
48,1769388140.338336,2,9,9,0,0
49,1769388141.4426715,2,14,14,0,0
