No.,timestamp,time_seconds,users,cpu_utilization,bandwidth_utilization,cache_utilization,mobile_cpu_utilization,mobile_cache_utilization,latency,latency_diff,wait_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,reuse_cpu_rate,reuse_cache_rate
0,1755089203.7333822,0,1,0.0258,0.0087,0.0275,0.0,0.0,7.08,None,None,7.224,True,None,sfc_cache_p1_1,0,None,0,0,1,0,0,0,0,False,100.0,0.0,0.0
0,1755089203.7337189,0.0,1,0.0258,0.0087,0.0275,0.0,0.0,9.95,None,None,4.585,True,None,sfc_unique_p1_1,0,None,0,0,1,0,0,0,0,False,100.0,0.0,0.0
0,1755089203.758822,0.0,2,0.0447,0.0173,0.0275,0.0,0.0,7.51,None,None,7.303,True,None,sfc_cache_p2_1,0,None,8.33,33.0,5,0,0,0,0,False,100.0,13.435483870967744,50.0
0,1755089203.758994,0.0,2,0.0447,0.0173,0.0275,0.0,0.0,10.81,None,None,7.299,True,None,sfc_unique_p2_1,0,None,8.33,33.0,5,0,0,0,0,False,100.0,13.435483870967744,50.0
0,1755089203.7802315,0.0,3,0.0636,0.026,0.0275,0.0,0.0,7.22,None,None,7.244,True,None,sfc_cache_p3_1,0,None,16.66,66.0,9,0,0,0,0,False,100.0,17.913978494623656,66.66666666666666
0,1755089203.780591,0.0,3,0.0636,0.026,0.0275,0.0,0.0,10.24,None,None,7.214,True,None,sfc_unique_p3_1,0,None,16.66,66.0,9,0,0,0,0,False,100.0,17.913978494623656,66.66666666666666
0,1755089203.8039484,0.1,4,0.0825,0.0346,0.0275,0.0,0.0,7.76,None,None,7.275,True,None,sfc_cache_p4_1,0,None,24.99,99.0,13,0,0,0,0,False,100.0,20.153225806451612,75.0
0,1755089203.804341,0.1,4,0.0825,0.0346,0.0275,0.0,0.0,11.32,None,None,7.306,True,None,sfc_unique_p4_1,0,None,24.99,99.0,13,0,0,0,0,False,100.0,20.153225806451612,75.0
0,1755089224.7264097,21.0,6,0.1083,0.0402,0.055,0.0,0.0,8.34,None,None,7.297,True,None,sfc_cache_p1_2,0,None,24.99,99.0,14,0,0,0,0,False,100.0,16.12258064516129,60.0
0,1755089224.7268326,21.0,6,0.1083,0.0402,0.055,0.0,0.0,11.79,None,None,7.223,True,None,sfc_unique_p1_2,0,None,24.99,99.0,14,0,0,0,0,False,100.0,16.12258064516129,60.0
0,1755089224.7486162,21.0,7,0.1272,0.0457,0.055,0.0,0.0,8.51,None,None,7.281,True,None,sfc_cache_p2_2,0,None,33.32,132.0,18,0,0,0,0,False,100.0,17.913978494623656,66.66666666666666
0,1755089224.7490187,21.0,7,0.1272,0.0457,0.055,0.0,0.0,12.13,None,None,7.177,True,None,sfc_unique_p2_2,0,None,33.32,132.0,18,0,0,0,0,False,100.0,17.913978494623656,66.66666666666666
0,1755089224.7747087,21.0,8,0.1461,0.0513,0.055,0.0,0.0,8.24,None,None,7.264,True,None,sfc_cache_p3_2,0,None,41.65,165.0,22,0,0,0,0,False,100.0,19.193548387096772,71.42857142857143
0,1755089224.7750793,21.0,8,0.1461,0.0513,0.055,0.0,0.0,11.6,None,None,7.257,True,None,sfc_unique_p3_2,0,None,41.65,165.0,22,0,0,0,0,False,100.0,19.193548387096772,71.42857142857143
0,1755089224.7963603,21.1,9,0.165,0.0569,0.055,0.0,0.0,8.23,None,None,7.267,True,None,sfc_cache_p4_2,0,None,49.98,198.0,26,0,0,0,0,False,100.0,20.153225806451612,75.0
0,1755089224.7967043,21.1,9,0.165,0.0569,0.055,0.0,0.0,11.59,None,None,7.256,True,None,sfc_unique_p4_2,0,None,49.98,198.0,26,0,0,0,0,False,100.0,20.153225806451612,75.0
0,1755089230.315477,26.6,9,0.1531,0.0486,0.0825,0.0,0.0,8.57,None,None,7.246,True,None,sfc_cache_p4_1,0,None,33.32,132.0,20,0,0,0,0,False,100.0,15.35483870967742,57.14285714285714
0,1755089230.3158824,26.6,9,0.1531,0.0486,0.0825,0.0,0.0,12.1,None,None,7.259,True,None,sfc_unique_p4_1,0,None,33.32,132.0,20,0,0,0,0,False,100.0,15.35483870967742,57.14285714285714
