No.,timestamp,time_seconds,users,cpu_utilization,bandwidth_utilization,cache_utilization,mobile_cpu_utilization,mobile_cache_utilization,latency,latency_diff,wait_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,cache_per_flow,energy_consumption
0,1759852527.675207,0,1,0.0234,0.0245,0.0249,0.0,0.0,6.54,None,None,11.419,True,None,sfc_cache_p1_1,0,None,0,0,1,2,0,0,0,False,100.0,15.5,16.5,2083.8481388329983
0,1759852527.6758301,0.0,1,0.0234,0.0245,0.0249,0.0,0.0,6.98,None,None,9.742,True,None,sfc_unique_p1_1,0,None,0,0,1,2,0,0,0,False,100.0,15.5,16.5,2083.8481388329983
0,1759852527.6994889,0.0,2,0.0438,0.0354,0.0249,0.0,0.0,5.3,None,None,9.758,True,None,sfc_cache_p2_1,0,None,4,33.0,4,4,0,0,0,False,100.0,14.5,8.25,2113.4488198421295
0,1759852527.6999466,0.0,2,0.0438,0.0354,0.0249,0.0,0.0,6.58,None,None,9.568,True,None,sfc_unique_p2_1,0,None,4,33.0,4,4,0,0,0,False,100.0,14.5,8.25,2113.4488198421295
0,1759852527.7147083,0.0,3,0.061,0.0482,0.0249,0.0,0.0,4.16,None,None,5.35,True,None,sfc_cache_p3_1,0,None,12.33,66.0,8,6,0,0,0,False,100.0,13.445,5.5,2152.434965147132
0,1759852527.714944,0.0,3,0.061,0.0482,0.0249,0.0,0.0,12.82,None,None,5.264,True,None,sfc_unique_p3_1,0,None,12.33,66.0,8,6,0,0,0,False,100.0,13.445,5.5,2152.434965147132
0,1759852527.7365336,0.1,4,0.0781,0.0643,0.0249,0.0,0.0,4.19,None,None,9.824,True,None,sfc_cache_p4_1,0,None,20.66,99.0,12,8,0,0,0,False,100.0,12.9175,4.125,2194.9241309109457
0,1759852527.7368019,0.1,4,0.0781,0.0643,0.0249,0.0,0.0,7.21,None,None,7.163,True,None,sfc_unique_p4_1,0,None,20.66,99.0,12,8,0,0,0,False,100.0,12.9175,4.125,2194.9241309109457
0,1759852541.660237,14.0,6,0.1016,0.0821,0.0499,0.0,0.0,5.02,None,None,9.684,True,None,sfc_cache_p1_2,0,None,20.66,99.0,13,10,0,0,0,False,100.0,13.434000000000001,6.6,2246.105062655258
0,1759852541.6607025,14.0,6,0.1016,0.0821,0.0499,0.0,0.0,8.32,None,None,9.334,True,None,sfc_unique_p1_2,0,None,20.66,99.0,13,10,0,0,0,False,100.0,13.434000000000001,6.6,2246.105062655258
