No.,timestamp,time_seconds,users,cpu_utilization,bandwidth_utilization,cache_utilization,mobile_cpu_utilization,mobile_cache_utilization,latency,latency_diff,wait_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,cache_per_flow,energy_consumption
0,1759852532.0772383,0,1,0.0234,0.0087,0.0249,0.0,0.0,5.24,None,None,10.749,True,None,sfc_cache_p1_1,0,None,0,0,1,2,0,0,0,False,100.0,15.5,16.5,2088.139606872001
0,1759852532.077831,0.0,1,0.0234,0.0087,0.0249,0.0,0.0,7.02,None,None,9.174,True,None,sfc_unique_p1_1,0,None,0,0,1,2,0,0,0,False,100.0,15.5,16.5,2088.139606872001
0,1759852532.1020374,0.0,2,0.0436,0.0254,0.0499,0.0,0.0,5.04,None,None,9.403,True,None,sfc_cache_p2_1,0,None,4.33,0,4,4,0,0,0,False,100.0,14.4175,16.5,2128.5919362327813
0,1759852532.1024806,0.0,2,0.0436,0.0254,0.0499,0.0,0.0,7.87,None,None,9.371,True,None,sfc_unique_p2_1,0,None,4.33,0,4,4,0,0,0,False,100.0,14.4175,16.5,2128.5919362327813
0,1759852532.1269927,0.0,3,0.0607,0.0348,0.0499,0.0,0.0,5.08,None,None,9.395,True,None,sfc_cache_p3_1,0,None,12.66,33.0,8,6,0,0,0,False,100.0,13.39,11.0,2145.284785636898
0,1759852532.127442,0.1,3,0.0607,0.0348,0.0499,0.0,0.0,6.9,None,None,9.056,True,None,sfc_unique_p3_1,0,None,12.66,33.0,8,6,0,0,0,False,100.0,13.39,11.0,2145.284785636898
0,1759852532.1564476,0.1,4,0.0811,0.0694,0.0499,0.0,0.0,5.61,None,None,9.574,True,None,sfc_cache_p4_1,0,None,16.66,66.0,11,8,0,0,0,False,100.0,13.4175,8.25,2198.3357336325644
0,1759852532.156908,0.1,4,0.0811,0.0694,0.0499,0.0,0.0,10.92,None,None,9.378,True,None,sfc_unique_p4_1,0,None,16.66,66.0,11,8,0,0,0,False,100.0,13.4175,8.25,2198.3357336325644
0,1759852548.0695498,16.0,6,0.1046,0.0742,0.0748,0.0,0.0,4.51,None,None,10.288,True,None,sfc_cache_p1_2,0,None,16.66,66.0,12,10,0,0,0,False,100.0,13.834,9.9,2220.9599404117007
0,1759852548.0698574,16.0,6,0.1046,0.0742,0.0748,0.0,0.0,6.63,None,None,9.454,True,None,sfc_unique_p1_2,0,None,16.66,66.0,12,10,0,0,0,False,100.0,13.834,9.9,2220.9599404117007
