No.,timestamp,time_seconds,users,cpu_utilization,bandwidth_utilization,cache_utilization,mobile_cpu_utilization,mobile_cache_utilization,latency,latency_diff,wait_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,cache_per_flow,energy_consumption
0,1759853804.2344043,0,1,0.0234,0.0067,0.0249,0.0,0.0,7.22,None,None,22.531,True,None,sfc_cache_p1_1,0,None,0,0,1,2,0,0,0,False,100.0,15.5,16.5,2095.5687973997833
0,1759853804.235016,0.0,1,0.0234,0.0067,0.0249,0.0,0.0,10.19,None,None,24.697,True,None,sfc_unique_p1_1,0,None,0,0,1,2,0,0,0,False,100.0,15.5,16.5,2095.5687973997833
0,1759853804.2860146,0.1,2,0.0406,0.0135,0.0249,0.0,0.0,7.22,None,None,21.357,True,None,sfc_cache_p2_1,0,None,8.33,33.0,5,4,0,0,0,False,100.0,13.4175,8.25,2110.0
0,1759853804.2864745,0.1,2,0.0406,0.0135,0.0249,0.0,0.0,10.19,None,None,24.584,True,None,sfc_unique_p2_1,0,None,8.33,33.0,5,4,0,0,0,False,100.0,13.4175,8.25,2110.0
0,1759853804.3379138,0.1,3,0.0607,0.0319,0.0499,0.0,0.0,6.7,None,None,21.33,True,None,sfc_cache_p3_1,0,None,12.66,33.0,7,6,0,0,0,False,100.0,13.39,11.0,2144.757777433834
0,1759853804.3383877,0.1,3,0.0607,0.0319,0.0499,0.0,0.0,9.65,None,None,23.906,True,None,sfc_unique_p3_1,0,None,12.66,33.0,7,6,0,0,0,False,100.0,13.39,11.0,2144.757777433834
0,1759853804.3896632,0.2,4,0.0811,0.0421,0.0499,0.0,0.0,6.24,None,None,21.212,True,None,sfc_cache_p4_1,0,None,16.66,66.0,10,8,0,0,0,False,100.0,13.4175,8.25,2181.932750348243
0,1759853804.3901486,0.2,4,0.0811,0.0421,0.0499,0.0,0.0,7.76,None,None,24.372,True,None,sfc_unique_p4_1,0,None,16.66,66.0,10,8,0,0,0,False,100.0,13.4175,8.25,2181.932750348243
0,1759853828.2057908,24.0,6,0.1046,0.0517,0.0748,0.0,0.0,5.78,None,None,15.791,True,None,sfc_cache_p1_2,0,None,16.66,66.0,10,10,0,0,0,False,100.0,13.834,9.9,2197.412165299489
0,1759853828.2060974,24.0,6,0.1046,0.0517,0.0748,0.0,0.0,6.98,None,None,14.665,True,None,sfc_unique_p1_2,0,None,16.66,66.0,10,10,0,0,0,False,100.0,13.834,9.9,2197.412165299489
0,1759853828.2621217,24.0,7,0.125,0.0634,0.0748,0.0,0.0,5.29,None,None,20.997,True,None,sfc_cache_p2_2,0,None,20.66,99.0,12,12,0,0,0,False,100.0,13.778333333333334,8.25,2214.6908373316824
0,1759853828.2626038,24.0,7,0.125,0.0634,0.0748,0.0,0.0,8.6,None,None,24.079,True,None,sfc_unique_p2_2,0,None,20.66,99.0,12,12,0,0,0,False,100.0,13.778333333333334,8.25,2214.6908373316824
0,1759853828.31796,24.1,8,0.1484,0.0747,0.0998,0.0,0.0,6.12,None,None,20.502,True,None,sfc_cache_p3_2,0,None,20.66,99.0,14,14,0,0,0,False,100.0,14.024285714285714,9.428571428571429,2244.7217922922146
0,1759853828.3184283,24.1,8,0.1484,0.0747,0.0998,0.0,0.0,8.23,None,None,23.84,True,None,sfc_unique_p3_2,0,None,20.66,99.0,14,14,0,0,0,False,100.0,14.024285714285714,9.428571428571429,2244.7217922922146
0,1759853828.3652213,24.1,9,0.1719,0.09,0.1247,0.0,0.0,6.32,None,None,19.697,True,None,sfc_cache_p4_2,0,None,20.66,99.0,16,16,0,0,0,False,100.0,14.20875,10.3125,2283.9262498065314
0,1759853828.365545,24.1,9,0.1719,0.09,0.1247,0.0,0.0,7.83,None,None,15.949,True,None,sfc_unique_p4_2,0,None,20.66,99.0,16,16,0,0,0,False,100.0,14.20875,10.3125,2283.9262498065314
0,1759853852.2307427,48.0,11,0.1953,0.109,0.1497,0.0,0.0,6.25,None,None,19.075,True,None,sfc_cache_p1_3,0,None,20.66,99.0,16,18,0,0,0,False,100.0,14.35222222222222,11.0,2324.7682247330135
0,1759853852.2310252,48.0,11,0.1953,0.109,0.1497,0.0,0.0,9.54,None,None,14.699,True,None,sfc_unique_p1_3,0,None,20.66,99.0,16,18,0,0,0,False,100.0,14.35222222222222,11.0,2324.7682247330135
