timestamp;(0,34);(14,17);(25,24);(8,13);(8,22);(14,10);(14,11);(28,27);(28,29);(28,30);(2,3);(2,32);(5,4);(9,12);(23,15);(23,19);(23,20);(18,21);(6,7);(2,16);(25,26);(33,1);(33,31);(34,9);(9,18);(18,2);(2,5);(5,23);(23,25);(25,28);(28,14);(14,8);(8,6);(6,33);(33,34);(25,25.1);(8,8.1);(14,14.1);(28,28.1);(2,2.1);(5,5.1);(9,9.1);(23,23.1);(18,18.1);(6,6.1);(33,33.1);(34,34.1)
1761587198.0654147;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;257.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;257.00;160.00;0.00;0.00;0.00;0.00;160.00;417.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1761587198.0657802;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;257.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;257.00;160.00;0.00;0.00;0.00;0.00;160.00;417.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1761587198.081999;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;289.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;289.33;272.33;160.00;160.00;160.00;0.00;272.33;567.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;160.00
1761587198.0822625;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;289.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;289.33;272.33;160.00;160.00;160.00;0.00;272.33;567.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;160.00
1761587198.0999322;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;481.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;711.66;432.33;320.00;310.00;160.00;0.00;272.33;829.33;230.00;0.00;0.00;0.00;0.00;0.00;310.00;150.00;160.00
1761587198.100204;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;481.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;711.66;432.33;320.00;310.00;160.00;0.00;272.33;829.33;230.00;0.00;0.00;0.00;0.00;0.00;310.00;150.00;160.00
1761587198.1180139;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;721.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;230.00;80.00;80.00;80.00;80.00;240.00;711.66;432.33;320.00;310.00;160.00;160.00;272.33;829.33;230.00;0.00;0.00;0.00;0.00;150.00;310.00;150.00;160.00
1761587198.1182704;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;721.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;230.00;80.00;80.00;80.00;80.00;240.00;711.66;432.33;320.00;310.00;160.00;160.00;272.33;829.33;230.00;0.00;0.00;0.00;0.00;150.00;310.00;150.00;160.00
1761587198.1336257;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;961.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;230.00;230.00;240.00;240.00;240.00;400.00;791.66;432.33;320.00;310.00;160.00;160.00;272.33;909.33;230.00;310.00;0.00;0.00;0.00;150.00;310.00;150.00;160.00
1761587198.1338809;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;961.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;230.00;230.00;240.00;240.00;240.00;400.00;791.66;432.33;320.00;310.00;160.00;160.00;272.33;909.33;230.00;310.00;0.00;0.00;0.00;150.00;310.00;150.00;160.00
