crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769797086.7441232,2,23,23,0,0,40.0608,0.0000,34.85,0.0000
