crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769388247.456269,2,2,1,1,0
1,1769388260.0698423,2,3,3,0,0
2,1769388306.34937,2,8,8,0,0
3,1769388314.4297569,2,14,14,0,0
4,1769388345.3406646,2,21,21,0,0
5,1769388346.9597213,2,15,15,0,0
6,1769388360.7455277,2,8,8,0,0
7,1769388382.5419157,2,13,13,0,0
8,1769388385.5665815,2,17,17,0,0
9,1769388392.5062828,2,12,12,0,0
10,1769388395.3961487,2,6,6,0,0
11,1769388437.6504953,2,6,6,0,0
12,1769388440.6393726,2,9,9,0,0
13,1769388493.981969,2,10,10,0,0
14,1769388525.7299023,2,15,15,0,0
15,1769388530.9327981,2,9,9,0,0
16,1769388535.6251695,2,5,5,0,0
17,1769388557.740646,2,14,14,0,0
18,1769388693.1221752,2,20,20,0,0
19,1769388707.4973195,2,13,13,0,0
20,1769388775.920749,2,14,14,0,0
21,1769388779.543357,2,10,10,0,0
22,1769388782.876796,2,9,9,0,0
23,1769388810.8715694,2,15,15,0,0
24,1769388835.4202485,2,5,5,0,0
25,1769388868.4100516,2,12,12,0,0
26,1769388887.2236357,2,21,21,0,0
27,1769388894.5335145,2,7,7,0,0
28,1769388905.3149297,2,14,14,0,0
29,1769388908.7214787,2,11,11,0,0
30,1769388919.137844,2,14,14,0,0
31,1769388956.460513,2,11,11,0,0
32,1769388963.7682178,2,18,18,0,0
33,1769388991.821398,2,19,19,0,0
34,1769389014.7201602,2,4,4,0,0
35,1769389054.570046,2,7,7,0,0
36,1769389092.0298467,2,9,9,0,0
37,1769389122.4206476,2,19,19,0,0
38,1769389126.1152484,2,18,18,0,0
39,1769389127.1417766,2,5,5,0,0
40,1769389131.1124659,2,12,12,0,0
41,1769389134.637556,2,5,5,0,0
42,1769389138.6549773,2,9,9,0,0
43,1769389140.1016688,2,0,0,0,0
44,1769389145.784059,2,3,3,0,0
45,1769389185.0824685,2,13,13,0,0
46,1769389186.951282,2,13,13,0,0
47,1769389190.0381024,2,8,8,0,0
48,1769389195.1885657,2,3,3,0,0
49,1769389205.6377692,2,8,8,0,0
