crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769878707.8886378,2,6,6,0,0,22.2217,0.0000,23.08,0.0000
1,1769878759.8400307,2,16,16,0,0,22.5055,0.0000,80.00,0.0000
2,1769878785.054784,2,12,12,0,0,22.9677,0.0000,46.15,0.0000
3,1769878794.4193482,2,10,10,0,0,22.7634,0.0000,45.45,0.0000
4,1769878795.47349,2,10,10,0,0,22.4894,0.0000,83.33,0.0000
5,1769878822.4578931,2,5,5,0,0,21.8161,0.0000,17.86,0.0000
6,1769878893.6782372,2,8,8,0,0,22.8389,0.0000,22.22,0.0000
7,1769878915.7482562,2,7,7,0,0,22.7938,0.0000,31.82,0.0000
8,1769879033.7893748,2,11,11,0,0,22.5579,0.0000,45.83,0.0000
9,1769879082.53844,2,10,10,0,0,22.6341,0.0000,29.41,0.0000
10,1769879135.0796328,2,11,11,0,0,22.7429,0.0000,39.29,0.0000
11,1769879173.2594638,2,11,11,0,0,22.5751,0.0000,34.38,0.0000
12,1769879288.5792499,2,10,10,0,0,22.3226,0.0000,29.41,0.0000
13,1769879302.8934476,2,10,10,0,0,22.7986,0.0000,29.41,0.0000
14,1769879336.269075,2,7,7,0,0,22.7909,0.0000,20.59,0.0000
15,1769879349.9388351,2,7,7,0,0,22.6936,0.0000,21.88,0.0000
16,1769879377.4983444,2,9,9,0,0,22.6503,0.0000,30.00,0.0000
17,1769879435.1792245,2,15,15,0,0,22.5777,0.0000,62.50,0.0000
18,1769879523.4392664,2,10,10,0,0,22.8288,0.0000,25.00,0.0000
19,1769879593.5783706,2,7,7,0,0,23.4097,0.0000,25.00,0.0000
