crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769881360.492567,2,6,0,6,0,51.9462,0.0000,37.50,0.0000
1,1769881384.7441576,2,24,0,24,0,52.3308,0.0000,300.00,0.0000
2,1769881442.6130183,2,9,0,9,0,52.5658,0.0000,45.00,0.0000
3,1769881475.273316,2,15,0,15,0,52.8801,0.0000,93.75,0.0000
4,1769881485.6738975,2,11,0,11,0,52.6723,0.0000,78.57,0.0000
5,1769881490.452928,2,8,0,8,0,52.4570,0.0000,57.14,0.0000
6,1769881516.073345,2,17,0,17,0,52.3299,0.0000,85.00,0.0000
7,1769881524.0437257,2,17,0,17,0,53.2717,0.0000,121.43,0.0000
8,1769881539.8744104,2,14,0,14,0,52.8269,0.0000,116.67,0.0000
9,1769881627.5437984,2,17,17,0,0,53.0552,0.0000,94.44,0.0000
10,1769881709.1806302,2,14,0,14,0,52.6776,0.0000,53.85,0.0000
11,1769881742.303196,2,6,0,6,0,52.6676,0.0000,14.29,0.0000
12,1769881826.336533,2,17,17,0,0,52.7579,0.0000,77.27,0.0000
13,1769881832.7950137,2,16,0,16,0,52.7571,0.0000,114.29,0.0000
14,1769881938.283545,2,15,15,0,0,52.9087,0.0000,125.00,0.0000
15,1769881949.1625953,2,18,18,0,0,52.9878,0.0000,128.57,0.0000
16,1769882024.1235716,2,9,9,0,0,52.7684,0.0000,28.12,0.0000
17,1769882029.284944,2,12,0,12,0,52.8073,0.0000,50.00,0.0000
18,1769882079.142861,2,6,0,6,0,53.3957,0.0000,15.00,0.0000
19,1769882221.7436006,2,13,13,0,0,53.0495,0.0000,50.00,0.0000
