crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769878748.9046712,2,22,0,22,0,50.8827,0.0000,157.14,0.0000
1,1769878753.674175,2,13,0,13,0,51.1410,0.0000,59.09,0.0000
2,1769878769.314657,2,19,0,19,0,50.9271,0.0000,135.71,0.0000
3,1769878843.8873184,2,8,0,8,0,51.6081,0.0000,44.44,0.0000
4,1769878870.2978032,2,22,0,22,0,51.4847,0.0000,183.33,0.0000
5,1769878871.5024827,2,6,0,6,0,51.4639,0.0000,60.00,0.0000
6,1769878922.4241242,2,8,0,8,0,51.6096,0.0000,23.53,0.0000
7,1769879015.342753,2,13,0,13,0,51.5961,0.0000,50.00,0.0000
8,1769879161.8917193,2,15,0,15,0,51.4649,0.0000,57.69,0.0000
9,1769879243.4463015,2,25,0,25,0,50.9714,0.0000,156.25,0.0000
10,1769879248.3360746,2,16,0,16,0,51.4641,0.0000,114.29,0.0000
11,1769879334.4356253,2,19,0,19,0,51.5860,0.0000,73.08,0.0000
12,1769879347.6347191,2,10,0,10,0,51.6994,0.0000,41.67,0.0000
13,1769879411.2649765,2,14,0,14,0,51.5035,0.0000,63.64,0.0000
14,1769879430.2252538,2,15,0,15,0,51.7462,0.0000,68.18,0.0000
15,1769879446.5448554,2,23,0,23,0,51.3869,0.0000,230.00,0.0000
16,1769879475.7138221,2,6,0,6,0,51.8359,0.0000,18.75,0.0000
17,1769879478.654109,2,5,0,5,0,51.9514,0.0000,31.25,0.0000
18,1769879539.5141504,2,12,0,12,0,51.6489,0.0000,75.00,0.0000
19,1769879609.1468275,2,28,0,28,0,51.4781,0.0000,280.00,0.0000
