crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769878683.1227896,2,5,5,0,0,43.2907,0.0000,31.25,0.0000
1,1769878752.9141433,2,10,10,0,0,43.7232,0.0000,31.25,0.0000
2,1769878852.2429755,2,8,8,0,0,43.0253,0.0000,33.33,0.0000
3,1769878867.2334144,2,9,9,0,0,43.7263,0.0000,30.00,0.0000
4,1769878921.1927254,2,7,7,0,0,42.2382,0.0000,23.33,0.0000
5,1769878996.2029476,2,8,8,0,0,43.3605,0.0000,22.22,0.0000
6,1769879029.1838758,2,9,9,0,0,42.9791,0.0000,25.00,0.0000
7,1769879060.8130274,2,9,9,0,0,43.9980,0.0000,25.00,0.0000
8,1769879064.773326,2,14,14,0,0,44.0114,0.0000,53.85,0.0000
9,1769879074.2229805,2,8,8,0,0,44.0915,0.0000,50.00,0.0000
10,1769879089.4235828,2,7,7,0,0,43.9769,0.0000,31.82,0.0000
11,1769879133.7840328,2,9,9,0,0,43.7552,0.0000,40.91,0.0000
12,1769879245.8936481,2,9,9,0,0,43.6298,0.0000,26.47,0.0000
13,1769879258.9243567,2,13,13,0,0,43.8454,0.0000,43.33,0.0000
14,1769879326.7896855,2,8,8,0,0,43.1224,0.0000,28.57,0.0000
15,1769879378.956613,2,4,4,0,0,44.2127,0.0000,15.38,0.0000
16,1769879493.6946077,2,12,12,0,0,43.2237,0.0000,54.55,0.0000
17,1769879510.4939988,2,9,9,0,0,43.3837,0.0000,40.91,0.0000
18,1769879595.2341044,2,10,10,0,0,43.3562,0.0000,33.33,0.0000
19,1769879613.9933417,2,11,11,0,0,43.8066,0.0000,50.00,0.0000
