crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769881603.8954353,2,7,7,0,0,30.7448,0.0000,26.92,0.0000
1,1769881619.7159111,2,13,13,0,0,31.1659,0.0000,54.17,0.0000
2,1769881686.125653,2,5,5,0,0,29.6658,0.0000,14.71,0.0000
3,1769881745.46643,2,9,9,0,0,31.4046,0.0000,32.14,0.0000
4,1769881778.7463143,2,11,11,0,0,30.4336,0.0000,32.35,0.0000
5,1769881788.4372857,2,11,11,0,0,30.7073,0.0000,36.67,0.0000
6,1769881810.906214,2,9,9,0,0,30.2298,0.0000,32.14,0.0000
7,1769881853.8265493,2,9,9,0,0,30.7214,0.0000,28.12,0.0000
8,1769881904.8758447,2,6,6,0,0,31.0633,0.0000,14.29,0.0000
9,1769881906.105455,2,12,12,0,0,30.6192,0.0000,50.00,0.0000
10,1769881920.3962297,2,15,15,0,0,30.5555,0.0000,75.00,0.0000
11,1769881939.3464653,2,20,20,0,0,30.6770,0.0000,125.00,0.0000
12,1769882028.0661175,2,8,8,0,0,30.7717,0.0000,26.67,0.0000
13,1769882066.8466947,2,12,12,0,0,31.0283,0.0000,42.86,0.0000
14,1769882106.355645,2,11,11,0,0,30.8981,0.0000,36.67,0.0000
15,1769882144.9455833,2,10,10,0,0,31.2418,0.0000,55.56,0.0000
16,1769882222.4566386,2,10,10,0,0,29.9810,0.0000,27.78,0.0000
17,1769882224.8734076,2,9,9,0,0,30.4670,0.0000,37.50,0.0000
