crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769878688.1985335,2,5,0,5,0,9.0337,0.0000,17.86,0.0000
1,1769878725.8501053,2,22,0,22,0,9.2864,0.0000,220.00,0.0000
2,1769878778.4906392,2,14,0,14,0,9.3610,0.0000,77.78,0.0000
3,1769878865.4199626,2,10,0,10,0,9.8251,0.0000,50.00,0.0000
4,1769878867.8588405,2,6,0,6,0,9.3327,0.0000,25.00,0.0000
5,1769878955.5608673,2,16,0,16,0,9.7200,0.0000,80.00,0.0000
6,1769879040.7194908,2,13,0,13,0,9.6342,0.0000,81.25,0.0000
7,1769879044.4303775,2,13,0,13,0,9.8035,0.0000,108.33,0.0000
8,1769879082.0894856,2,8,0,8,0,9.4202,0.0000,30.77,0.0000
9,1769879087.849868,2,22,0,22,0,9.8049,0.0000,550.00,0.0000
10,1769879150.8513346,2,17,0,17,0,9.4789,0.0000,94.44,0.0000
11,1769879153.6458497,2,8,0,8,0,9.6545,0.0000,50.00,0.0000
12,1769879261.3503897,2,10,0,10,0,9.6840,0.0000,38.46,0.0000
13,1769879267.2793329,2,11,0,11,0,9.6057,0.0000,68.75,0.0000
14,1769879282.439575,2,16,0,16,0,9.6046,0.0000,200.00,0.0000
15,1769879307.7493548,2,12,0,12,0,9.6142,0.0000,85.71,0.0000
16,1769879321.0893505,2,14,0,14,0,9.8559,0.0000,100.00,0.0000
17,1769879387.579521,2,15,0,15,0,9.7055,0.0000,93.75,0.0000
18,1769879447.3592749,2,12,0,12,0,9.5844,0.0000,60.00,0.0000
19,1769879458.4706755,2,16,0,16,0,9.9501,0.0000,72.73,0.0000
