crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769878687.5811794,2,7,0,0,7,33.9762,0.0000,58.33,0.0000
1,1769878689.4918113,2,7,0,0,7,34.7459,0.0000,58.33,0.0000
2,1769878750.3119137,2,7,0,0,7,34.2328,0.0000,19.44,0.0000
3,1769878792.0832722,2,16,0,0,16,34.1971,0.0000,80.00,0.0000
4,1769878853.4537244,2,19,0,0,19,34.1107,0.0000,158.33,0.0000
5,1769878890.6217864,2,10,0,0,10,34.2100,0.0000,50.00,0.0000
6,1769878891.7794461,2,9,0,0,9,34.7644,0.0000,64.29,0.0000
7,1769878907.2713735,2,10,0,0,10,34.2477,0.0000,55.56,0.0000
8,1769878964.6216187,2,11,0,0,11,34.0479,0.0000,42.31,0.0000
9,1769878979.992407,2,15,0,0,15,33.8744,0.0000,107.14,0.0000
10,1769878990.0704648,2,6,0,0,6,33.6469,0.0000,17.65,0.0000
11,1769878993.741662,2,6,0,0,6,34.1213,0.0000,27.27,0.0000
12,1769878996.3016295,2,12,0,0,12,34.4313,0.0000,150.00,0.0000
13,1769879019.7228084,2,13,0,0,13,34.5193,0.0000,325.00,0.0000
14,1769879052.0124886,2,14,0,0,14,34.2556,0.0000,116.67,0.0000
15,1769879104.2815602,2,11,0,0,11,34.0989,0.0000,42.31,0.0000
16,1769879208.0140636,2,20,0,0,20,33.9468,0.0000,166.67,0.0000
17,1769879222.612024,2,15,0,0,15,34.3619,0.0000,107.14,0.0000
18,1769879537.804355,2,22,0,0,22,33.9634,0.0000,220.00,0.0000
19,1769879606.3926864,2,16,0,0,16,34.1760,0.0000,88.89,0.0000
