crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769987496.0537415,2,9,0,0,9,29.7361,0.0000,90.00,0.0000
1,1769987524.8046918,2,7,0,0,7,30.0252,0.0000,25.00,0.0000
2,1769987536.9649763,2,18,0,0,18,30.1752,0.0000,150.00,0.0000
3,1769987554.60452,2,15,0,0,15,30.1614,0.0000,187.50,0.0000
4,1769987687.9541552,2,10,0,0,10,30.3192,0.0000,62.50,0.0000
5,1769987748.9550343,2,16,0,0,16,30.2241,0.0000,80.00,0.0000
6,1769987820.7742844,2,11,0,0,11,30.5327,0.0000,45.83,0.0000
7,1769987828.6143231,2,16,0,0,16,30.3626,0.0000,114.29,0.0000
8,1769988027.934242,2,13,0,0,13,30.0654,0.0000,54.17,0.0000
9,1769988049.6029868,2,7,0,0,7,30.1591,0.0000,35.00,0.0000
10,1769988060.2534177,2,6,0,0,6,30.5024,0.0000,21.43,0.0000
11,1769988100.4335303,2,4,0,0,4,30.6168,0.0000,13.33,0.0000
12,1769988135.0734174,2,6,0,0,6,30.2994,0.0000,16.67,0.0000
13,1769988230.1033454,2,13,0,0,13,30.6260,0.0000,59.09,0.0000
14,1769988232.8567142,2,14,0,0,14,30.1398,0.0000,100.00,0.0000
15,1769988269.7715175,2,7,0,0,7,30.0482,0.0000,21.88,0.0000
16,1769988273.9728901,2,8,0,0,8,30.5782,0.0000,25.00,0.0000
17,1769988333.8237925,2,17,0,0,17,30.3794,0.0000,121.43,0.0000
18,1769988362.9144194,2,12,0,0,12,29.8292,0.0000,85.71,0.0000
19,1769988394.1934907,2,13,0,0,13,30.1735,0.0000,59.09,0.0000
