crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769987455.0402727,2,2,0,2,0,49.6073,0.0000,50.00,0.0000
1,1769987485.0099967,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
2,1769987491.9102242,2,2,0,2,0,48.7820,0.0000,16.67,0.0000
3,1769987507.8709087,2,5,0,5,0,49.9841,0.0000,31.25,0.0000
4,1769987539.1812034,2,6,0,6,0,50.0691,0.0000,30.00,0.0000
5,1769987541.2533405,2,10,0,10,0,50.0833,0.0000,62.50,0.0000
6,1769987542.3658452,2,4,0,4,0,49.6879,0.0000,28.57,0.0000
7,1769987573.2705686,2,1,0,1,0,51.6776,0.0000,2.50,0.0000
8,1769987599.843216,2,19,0,19,0,50.0484,0.0000,118.75,0.0000
9,1769987655.0494843,2,18,0,18,0,50.1762,0.0000,100.00,0.0000
10,1769987708.5416915,2,9,0,9,0,49.6271,0.0000,37.50,0.0000
11,1769987805.0212502,2,12,0,12,0,50.2110,0.0000,50.00,0.0000
12,1769987861.6012418,2,4,0,4,0,51.0780,0.0000,20.00,0.0000
13,1769987864.1320887,2,12,0,12,0,50.3579,0.0000,150.00,0.0000
14,1769987883.6424909,2,14,0,14,0,50.3141,0.0000,140.00,0.0000
15,1769987910.5215611,2,8,0,8,0,50.2631,0.0000,57.14,0.0000
16,1769987986.7628326,2,14,0,14,0,50.1246,0.0000,70.00,0.0000
17,1769988035.700656,2,8,0,8,0,49.4334,0.0000,25.00,0.0000
18,1769988036.995497,2,9,0,9,0,49.8975,0.0000,37.50,0.0000
19,1769988379.9707243,2,8,0,8,0,49.9720,0.0000,30.77,0.0000
