crash_trial,sfc_id,recover_success,backup_success,backup_efficient,latency_diff,time_to_recover,vnf_id,latency_degrad,resource_degrad,risk_level,final_status
0,sfc_unique_p3_15,True,False,N/A,-23.74402687498075,0.034008026123046875,N/A,-23.74402687498075,-21.0,High,Slow Recover
0,sfc_cache_p6_16,True,False,N/A,-28.67408115619483,0.0657951831817627,N/A,-28.67408115619483,-10.0,High,Slow Recover
0,sfc_cache_p5_16,True,False,N/A,-30.613579926118717,0.10028719902038574,N/A,-30.613579926118717,-10.0,High,Slow Recover
0,sfc_cache_p4_16,True,False,N/A,-28.26357992611872,0.2742116451263428,N/A,-28.26357992611872,-6.0,High,Slow Recover
0,sfc_cache_p3_16,True,False,N/A,-28.254081156194832,0.3111391067504883,N/A,-28.254081156194832,-6.0,High,Slow Recover
0,sfc_cache_p2_16,True,False,N/A,-28.78408115619483,0.34416866302490234,N/A,-28.78408115619483,-6.0,High,Slow Recover
0,sfc_cache_p1_16,True,False,N/A,-27.524081156194832,0.3793067932128906,N/A,-27.524081156194832,-6.0,High,Slow Recover
1,sfc_unique_p6_23,True,False,N/A,-24.664587716885546,0.05395913124084473,N/A,-24.664587716885546,-21.0,High,Slow Recover
1,sfc_unique_p6_22,True,False,N/A,-26.499046022443935,0.09350943565368652,N/A,-26.499046022443935,-21.0,High,Slow Recover
1,sfc_cache_p5_21,True,False,N/A,-36.01997102670787,0.13064169883728027,N/A,-36.01997102670787,-10.0,High,Slow Recover
1,sfc_cache_p4_21,True,False,N/A,-32.79997102670787,0.16948747634887695,N/A,-32.79997102670787,-1.67,High,Slow Recover
1,sfc_cache_p2_21,True,False,N/A,-33.267038314468046,0.208848237991333,N/A,-33.267038314468046,-10.0,High,Slow Recover
