No.,timestamp,time_seconds,users,cpu_utilization,gpu_utilization,bandwidth_utilization,cache_utilization,network_cpu_utilization,network_gpu_utilization,network_cache_utilization,mobile_cpu_utilization,mobile_gpu_utilization,mobile_cache_utilization,latency,comp_latency,comm_latency,latency_diff,queue_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,gpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,gpu_per_flow,cache_per_flow,jain_cpu,jain_gpu,jain_cache,jain_bw,server_energy_consumption,mobile_energy_consumption,total_energy_consumption,avg_sfc_reliability,high_risk_sfcs,medium_risk_sfcs,low_risk_sfcs
0,1772550118.254045,0,1,0.0095,0.0554,0.0199,0.0249,0.972,5.5438,2.4947,0.0,0.0,0.0,3.92,1.3,2.61,None,0.00022029876708984375,8.601,True,None,sfc_cache_p1_1,0,None,0.0,0.0,0.0,0,2,1,1,0,False,100.0,4.5,11.0,16.5,0.152,0.1862,0.04,0.0796,2099.4173979300467,2089.4173979300467,10.0,0.8480071792076198,1,1,0
0,1772550118.2550561,0.0,1,0.0095,0.0554,0.0199,0.0249,0.972,5.5438,2.4947,0.0,0.0,0.0,9.28,5.48,3.79,None,0.00022029876708984375,11.455,True,None,sfc_unique_p1_1,0,None,0.0,0.0,0.0,0,2,1,1,0,False,100.0,4.5,11.0,16.5,0.152,0.1862,0.04,0.0796,2099.4173979300467,2089.4173979300467,10.0,0.8480071792076198,1,1,0
0,1772550118.2907917,0.0,2,0.0239,0.0773,0.0385,0.0249,2.4839,7.7286,2.4947,0.0,0.0,0.0,3.71,1.3,2.41,None,0.05832982063293457,8.343,True,None,sfc_cache_p2_1,0,None,4.0,4.33,33.0,4,4,2,1,0,False,100.0,5.75,7.6675,8.25,0.1264,0.2695,0.0385,0.0796,2139.493271157061,2119.493271157061,20.0,0.8085836104397195,2,2,0
0,1772550118.2917929,0.0,2,0.0239,0.0773,0.0385,0.0249,2.4839,7.7286,2.4947,0.0,0.0,0.0,8.89,5.51,3.38,None,0.05832982063293457,11.571,True,None,sfc_unique_p2_1,0,None,4.0,4.33,33.0,4,4,2,1,0,False,100.0,5.75,7.6675,8.25,0.1264,0.2695,0.0385,0.0796,2139.493271157061,2119.493271157061,20.0,0.8085836104397195,2,2,0
0,1772550118.3228598,0.1,3,0.0377,0.0991,0.0571,0.0249,3.9959,9.9133,2.4947,0.0,0.0,0.0,3.46,1.3,2.16,None,0.09524989128112793,8.579,True,None,sfc_cache_p3_1,0,None,8.0,8.66,66.0,8,6,3,1,0,False,100.0,6.166666666666667,6.5566666666666675,5.5,0.1017,0.3075,0.037,0.0796,2172.5038064193604,2142.5038064193604,30.0,0.7784799889582592,6,0,0
0,1772550118.3237789,0.1,3,0.0377,0.0991,0.0571,0.0249,3.9959,9.9133,2.4947,0.0,0.0,0.0,8.23,5.35,2.88,None,0.09524989128112793,10.757,True,None,sfc_unique_p3_1,0,None,8.0,8.66,66.0,8,6,3,1,0,False,100.0,6.166666666666667,6.5566666666666675,5.5,0.1017,0.3075,0.037,0.0796,2172.5038064193604,2142.5038064193604,30.0,0.7784799889582592,6,0,0
0,1772550118.35595,0.1,4,0.0506,0.121,0.0756,0.0249,5.5078,12.0981,2.4947,0.0,0.0,0.0,4.14,1.3,2.83,None,0.12708425521850586,8.384,True,None,sfc_cache_p4_1,0,None,12.0,12.99,99.0,12,8,4,1,0,False,100.0,6.375,6.00125,4.125,0.0901,0.3344,0.0357,0.0796,2200.4136289453722,2160.4136289453722,40.0,0.7434712714713148,8,0,0
0,1772550118.3568888,0.1,4,0.0506,0.121,0.0756,0.0249,5.5078,12.0981,2.4947,0.0,0.0,0.0,9.58,5.35,4.23,None,0.12708425521850586,10.062,True,None,sfc_unique_p4_1,0,None,12.0,12.99,99.0,12,8,4,1,0,False,100.0,6.375,6.00125,4.125,0.0901,0.3344,0.0357,0.0796,2200.4136289453722,2160.4136289453722,40.0,0.7434712714713148,8,0,0
0,1772550118.4018087,0.1,5,0.0634,0.1428,0.0941,0.0249,7.0197,14.2828,2.4947,0.0,0.0,0.0,4.14,1.3,2.83,None,0.16015982627868652,11.012,True,None,sfc_cache_p5_1,0,None,16.0,17.32,132.0,16,10,5,1,0,False,100.0,6.5,5.668,3.3,0.1294,0.349,0.0345,0.0796,2241.6040125283653,2191.6040125283653,50.0,0.7474640787968467,10,0,0
0,1772550118.4032106,0.1,5,0.0634,0.1428,0.0941,0.0249,7.0197,14.2828,2.4947,0.0,0.0,0.0,8.69,4.46,4.23,None,0.16015982627868652,12.543,True,None,sfc_unique_p5_1,0,None,16.0,17.32,132.0,16,10,5,1,0,False,100.0,6.5,5.668,3.3,0.1294,0.349,0.0345,0.0796,2241.6040125283653,2191.6040125283653,50.0,0.7474640787968467,10,0,0
0,1772550118.44473,0.2,6,0.0752,0.1647,0.1126,0.0249,8.5317,16.4676,2.4947,0.0,0.0,0.0,3.92,1.3,2.61,None,0.2069532871246338,10.763,True,None,sfc_cache_p6_1,0,None,20.0,21.65,165.0,20,12,6,1,0,False,100.0,6.583333333333333,5.445833333333333,2.75,0.1432,0.3528,0.0333,0.0796,2284.0078305642296,2224.0078305642296,60.0,0.745562255280663,12,0,0
0,1772550118.4461432,0.2,6,0.0752,0.1647,0.1126,0.0249,8.5317,16.4676,2.4947,0.0,0.0,0.0,8.25,4.46,3.79,None,0.2069532871246338,13.123,True,None,sfc_unique_p6_1,0,None,20.0,21.65,165.0,20,12,6,1,0,False,100.0,6.583333333333333,5.445833333333333,2.75,0.1432,0.3528,0.0333,0.0796,2284.0078305642296,2224.0078305642296,60.0,0.745562255280663,12,0,0
0,1772550135.3212755,17.1,6,0.0902,0.1974,0.1311,0.0499,10.4756,19.7435,4.9894,0.0,0.0,0.0,3.58,1.27,2.31,None,0.0002713203430175781,5.993,True,None,sfc_cache_p1_2,0,None,20.0,21.65,165.0,21,14,6,2,0,False,100.0,6.928571428571429,5.596428571428571,4.714285714285714,0.1437,0.3444,0.0645,0.0831,2307.9581267011376,2237.9581267011376,70.0,0.7394481146383006,14,0,0
0,1772550135.3224292,17.1,6,0.0902,0.1974,0.1311,0.0499,10.4756,19.7435,4.9894,0.0,0.0,0.0,7.84,4.53,3.31,None,0.0002713203430175781,10.937,True,None,sfc_unique_p1_2,0,None,20.0,21.65,165.0,21,14,6,2,0,False,100.0,6.928571428571429,5.596428571428571,4.714285714285714,0.1437,0.3444,0.0645,0.0831,2307.9581267011376,2237.9581267011376,70.0,0.7394481146383006,14,0,0
0,1772550135.3555965,17.1,7,0.1081,0.1974,0.1468,0.0499,12.9239,19.7435,4.9894,0.0,0.0,0.0,3.57,1.27,2.3,None,0.09796881675720215,9.107,True,None,sfc_cache_p2_2,0,None,24.0,25.98,198.0,25,16,6,2,0,False,100.0,7.479375,4.896875,4.125,0.1788,0.3444,0.0625,0.0851,2334.259174268034,2254.259174268034,80.0,0.7411579654350132,16,0,0
0,1772550135.3567238,17.1,7,0.1081,0.1974,0.1468,0.0499,12.9239,19.7435,4.9894,0.0,0.0,0.0,8.87,5.58,3.29,None,0.09796881675720215,9.567,True,None,sfc_unique_p2_2,0,None,24.0,25.98,198.0,25,16,6,2,0,False,100.0,7.479375,4.896875,4.125,0.1788,0.3444,0.0625,0.0851,2334.259174268034,2254.259174268034,80.0,0.7411579654350132,16,0,0
0,1772550135.3953857,17.1,8,0.125,0.1974,0.1625,0.0499,15.3722,19.7435,4.9894,0.0,0.0,0.0,3.5,1.27,2.23,None,0.1322009563446045,9.385,True,None,sfc_cache_p3_2,0,None,28.0,30.31,231.0,29,18,6,2,0,False,100.0,7.907777777777778,4.352777777777778,3.6666666666666665,0.194,0.3444,0.0606,0.0862,2364.3986369409513,2274.3986369409513,90.0,0.7394805337782128,18,0,0
0,1772550135.3965068,17.1,8,0.125,0.1974,0.1625,0.0499,15.3722,19.7435,4.9894,0.0,0.0,0.0,8.72,5.58,3.14,None,0.1322009563446045,10.25,True,None,sfc_unique_p3_2,0,None,28.0,30.31,231.0,29,18,6,2,0,False,100.0,7.907777777777778,4.352777777777778,3.6666666666666665,0.194,0.3444,0.0606,0.0862,2364.3986369409513,2274.3986369409513,90.0,0.7394805337782128,18,0,0
0,1772550135.4345226,17.2,9,0.1411,0.1974,0.1782,0.0499,17.8204,19.7435,4.9894,0.0,0.0,0.0,4.03,1.27,2.76,None,0.17197084426879883,9.398,True,None,sfc_cache_p4_2,0,None,32.0,34.64,264.0,33,20,6,2,0,False,100.0,8.250499999999999,3.9174999999999995,3.3,0.1931,0.3444,0.0588,0.0868,2389.624664388802,2289.624664388802,100.0,0.7354433505090272,20,0,0
0,1772550135.4354925,17.2,9,0.1411,0.1974,0.1782,0.0499,17.8204,19.7435,4.9894,0.0,0.0,0.0,9.79,5.58,4.21,None,0.17197084426879883,9.597,True,None,sfc_unique_p4_2,0,None,32.0,34.64,264.0,33,20,6,2,0,False,100.0,8.250499999999999,3.9174999999999995,3.3,0.1931,0.3444,0.0588,0.0868,2389.624664388802,2289.624664388802,100.0,0.7354433505090272,20,0,0
0,1772550135.4738328,17.2,10,0.1496,0.2201,0.1992,0.0499,19.2967,22.0114,4.9894,0.0,0.0,0.0,3.57,1.27,2.3,None,0.2108173370361328,9.081,True,None,sfc_cache_p5_2,0,None,36.0,38.97,297.0,37,22,6,2,0,False,100.0,8.121818181818183,3.9704545454545452,3.0,0.1906,0.3749,0.0571,0.0871,2423.7730160371534,2313.7730160371534,110.0,0.7401580138359901,22,0,0
0,1772550135.4752092,17.2,10,0.1496,0.2201,0.1992,0.0499,19.2967,22.0114,4.9894,0.0,0.0,0.0,5.08,1.74,3.34,None,0.2108173370361328,10.126,True,None,sfc_unique_p5_2,0,None,36.0,38.97,297.0,37,22,6,2,0,False,100.0,8.121818181818183,3.9704545454545452,3.0,0.1906,0.3749,0.0571,0.0871,2423.7730160371534,2313.7730160371534,110.0,0.7401580138359901,22,0,0
0,1772550135.5102992,17.3,11,0.1569,0.2428,0.2202,0.0499,20.773,24.2793,4.9894,0.0,0.0,0.0,3.5,1.27,2.23,None,0.25093555450439453,9.425,True,None,sfc_cache_p6_2,0,None,40.0,43.3,330.0,41,24,6,2,0,False,100.0,8.014583333333333,4.014583333333333,2.75,0.1874,0.3959,0.0556,0.087,2462.1142170896223,2342.1142170896223,120.0,0.7435898787588769,24,0,0
0,1772550135.5116382,17.3,11,0.1569,0.2428,0.2202,0.0499,20.773,24.2793,4.9894,0.0,0.0,0.0,4.94,1.74,3.2,None,0.25093555450439453,9.93,True,None,sfc_unique_p6_2,0,None,40.0,43.3,330.0,41,24,6,2,0,False,100.0,8.014583333333333,4.014583333333333,2.75,0.1874,0.3959,0.0556,0.087,2462.1142170896223,2342.1142170896223,120.0,0.7435898787588769,24,0,0
0,1772550154.2600038,36.0,11,0.157,0.3083,0.2458,0.0748,21.313,30.8311,7.4841,0.0,0.0,0.0,3.43,0.79,2.64,None,0.0007755756378173828,5.941,True,None,sfc_cache_p1_3,0,None,40.0,43.3,330.0,42,26,6,3,0,False,100.0,7.5903846153846155,4.7057692307692305,3.8076923076923075,0.184,0.4572,0.0682,0.0901,2524.3120192874244,2394.3120192874244,130.0,0.7484205160965549,26,0,0
0,1772550154.2609289,36.0,11,0.157,0.3083,0.2458,0.0748,21.313,30.8311,7.4841,0.0,0.0,0.0,5.12,1.37,3.75,None,0.0007755756378173828,6.161,True,None,sfc_unique_p1_3,0,None,40.0,43.3,330.0,42,26,6,3,0,False,100.0,7.5903846153846155,4.7057692307692305,3.8076923076923075,0.184,0.4572,0.0682,0.0901,2524.3120192874244,2394.3120192874244,130.0,0.7484205160965549,26,0,0
0,1772550154.2867625,36.0,12,0.1586,0.3629,0.2709,0.0998,21.853,36.2917,9.9788,0.0,0.0,0.0,3.37,0.79,2.58,None,0.029685020446777344,5.689,True,None,sfc_cache_p2_3,0,None,40.0,47.63,330.0,45,28,6,3,0,False,100.0,7.226785714285714,5.143571428571429,4.714285714285714,0.1806,0.4708,0.0907,0.0926,2556.3093881157793,2416.3093881157793,140.0,0.7518583709512517,28,0,0
0,1772550154.2876644,36.0,12,0.1586,0.3629,0.2709,0.0998,21.853,36.2917,9.9788,0.0,0.0,0.0,5.0,1.37,3.63,None,0.029685020446777344,6.118,True,None,sfc_unique_p2_3,0,None,40.0,47.63,330.0,45,28,6,3,0,False,100.0,7.226785714285714,5.143571428571429,4.714285714285714,0.1806,0.4708,0.0907,0.0926,2556.3093881157793,2416.3093881157793,140.0,0.7518583709512517,28,0,0
0,1772550154.3104463,36.1,13,0.1743,0.3822,0.2903,0.1247,24.3736,38.222,12.4735,0.0,0.0,0.0,4.48,1.49,2.99,None,0.05637478828430176,5.381,True,None,sfc_cache_p3_3,0,None,40.0,47.63,330.0,47,30,6,3,0,False,100.0,7.523,5.056,5.5,0.1817,0.4647,0.0949,0.0937,2585.49256409473,2435.49256409473,150.0,0.7528198092878001,30,0,0
0,1772550154.3113666,36.1,13,0.1743,0.3822,0.2903,0.1247,24.3736,38.222,12.4735,0.0,0.0,0.0,6.14,1.7,4.44,None,0.05637478828430176,5.724,True,None,sfc_unique_p3_3,0,None,40.0,47.63,330.0,47,30,6,3,0,False,100.0,7.523,5.056,5.5,0.1817,0.4647,0.0949,0.0937,2585.49256409473,2435.49256409473,150.0,0.7528198092878001,30,0,0
0,1772550154.3372548,36.1,14,0.1932,0.3864,0.3072,0.1497,27.5411,38.6428,14.9682,0.0,0.0,0.0,3.91,1.27,2.64,None,0.08006119728088379,5.284,True,None,sfc_cache_p4_3,0,None,40.0,47.63,330.0,49,32,6,3,0,False,100.0,7.969375,4.7921875,6.1875,0.1821,0.4629,0.0994,0.095,2611.0068033765747,2451.0068033765747,160.0,0.7531958513806285,32,0,0
0,1772550154.3382442,36.1,14,0.1932,0.3864,0.3072,0.1497,27.5411,38.6428,14.9682,0.0,0.0,0.0,6.5,2.75,3.75,None,0.08006119728088379,5.727,True,None,sfc_unique_p4_3,0,None,40.0,47.63,330.0,49,32,6,3,0,False,100.0,7.969375,4.7921875,6.1875,0.1821,0.4629,0.0994,0.095,2611.0068033765747,2451.0068033765747,160.0,0.7531958513806285,32,0,0
