crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771000483.941087,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1771000503.9910963,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
2,1771000641.3610768,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
3,1771000642.9310951,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
4,1771000720.8517358,2,1,0,0,1,40.4297,0.0000,2.63,0.0000
5,1771000749.2017412,2,2,0,0,2,40.6444,42.3073,6.25,1.6629
6,1771000770.8111546,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
7,1771000808.6640942,2,3,0,0,3,41.1773,42.0638,18.75,0.8864
8,1771000830.7616632,2,1,0,0,1,41.4280,0.0000,4.55,0.0000
9,1771000833.321172,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
10,1771000912.867476,2,1,0,0,1,41.7492,0.0000,3.33,0.0000
11,1771001219.8526855,2,11,0,0,11,40.1787,41.8329,68.75,0.7100
