crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771000524.873024,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1771000598.5049412,2,10,0,10,0,40.3546,40.7044,23.81,0.4447
2,1771000608.0041025,2,2,0,2,0,40.4470,0.0000,4.55,0.0000
3,1771000631.8742173,2,3,0,3,0,39.8783,40.0203,7.50,0.1419
4,1771000649.1500437,2,13,0,13,0,40.1820,40.8581,54.17,0.6695
5,1771000692.9830806,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
6,1771000723.533962,2,5,0,5,0,39.9741,41.0449,62.50,1.0708
7,1771000781.3937497,2,3,0,3,0,40.1687,40.7977,13.64,0.5737
8,1771000784.7037477,2,7,0,7,0,40.4904,41.3704,50.00,-0.4944
9,1771000861.6640754,2,6,0,6,0,40.3427,41.0365,37.50,0.6938
10,1771001020.424233,2,8,0,8,0,39.9290,40.0063,50.00,0.0774
11,1771001110.3941472,2,4,0,4,0,40.2852,40.3813,25.00,0.0177
12,1771001194.8139293,2,7,0,7,0,40.7649,40.7122,50.00,-0.0527
13,1771001195.7754855,2,7,0,7,0,40.2985,40.9152,38.89,0.4697
14,1771001322.6836643,2,2,0,2,0,40.7317,40.7791,14.29,0.0474
