crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771000473.2665007,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1771000500.2564893,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
2,1771000525.0065017,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
3,1771000533.9846084,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
4,1771000586.377412,2,3,0,0,3,3.3613,0.0000,7.14,0.0000
5,1771001019.587113,2,1,0,0,1,3.1353,0.0000,2.17,0.0000
6,1771001091.286634,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
7,1771001272.1879857,2,4,0,0,4,3.6993,5.7741,11.11,2.0748
8,1771001311.0866024,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
9,1771001375.2836037,2,2,0,0,2,3.9837,0.0000,4.55,0.0000
10,1771001398.0965543,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
