crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771000520.1377723,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1771000555.847799,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
2,1771000573.8695462,2,7,0,7,0,16.5746,17.5773,23.33,0.7437
3,1771000619.9678557,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
4,1771000683.3177829,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
5,1771000691.8293004,2,4,0,4,0,17.1354,0.0000,12.50,0.0000
6,1771000762.188196,2,1,0,1,0,16.6358,0.0000,3.12,0.0000
7,1771000783.2684176,2,1,0,1,0,16.6775,16.6601,2.94,-0.0174
8,1771000793.8178947,2,20,0,20,0,15.6862,16.2984,90.91,0.6510
9,1771000830.7093387,2,16,0,16,0,16.1068,16.6210,50.00,0.5142
10,1771000922.328107,2,3,0,3,0,5.4503,17.2456,13.64,0.8945
11,1771000926.4892023,2,10,0,10,0,15.6824,17.0458,55.56,1.4245
12,1771001058.0182326,2,3,0,3,0,5.4078,16.2233,16.67,0.0000
13,1771001166.9278097,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
14,1771001307.825699,2,17,0,17,0,16.3530,17.0632,141.67,0.5957
15,1771001422.5878358,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
