crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771000569.3399224,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1771000596.0613072,2,6,6,0,0,5.2260,6.3505,12.50,1.1245
2,1771000655.460681,2,3,3,0,0,6.0325,6.8023,7.89,0.3686
3,1771000728.111148,2,8,8,0,0,5.4571,6.4091,20.00,0.9520
4,1771000761.663401,2,3,3,0,0,6.4132,7.2997,7.14,0.8865
5,1771000783.790877,2,5,5,0,0,6.1925,6.4540,11.90,0.2615
6,1771000804.0103498,2,1,1,0,0,6.1533,6.7597,2.38,0.6064
7,1771000914.3802905,2,1,1,0,0,6.4811,6.4811,3.12,0.0000
8,1771000964.7400022,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
9,1771000976.7104957,2,2,2,0,0,7.0556,7.2102,5.00,0.1546
10,1771001002.420464,2,2,2,0,0,7.3379,8.0693,6.25,0.7315
11,1771001040.1399758,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
12,1771001056.1119266,2,17,17,0,0,6.3205,6.5615,56.67,0.1030
13,1771001078.5236914,2,23,23,0,0,6.3205,6.9018,95.83,0.2739
14,1771001086.680262,2,1,1,0,0,5.4691,6.5338,3.33,1.0647
15,1771001138.9337158,2,6,6,0,0,6.2072,7.3534,16.67,1.3475
16,1771001169.7902265,2,2,2,0,0,3.4529,6.5573,6.25,-0.3485
17,1771001291.6200743,2,1,1,0,0,0.0000,0.0000,4.17,0.0000
18,1771001393.9699109,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
19,1771001410.900384,2,2,2,0,0,6.1390,6.6035,8.33,0.4645
