crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771000592.5002418,2,5,5,0,0,38.7715,39.8273,10.42,1.0558
1,1771000622.4600894,2,2,2,0,0,39.3387,39.8086,4.17,0.4699
2,1771000660.0000975,2,4,4,0,0,39.4819,39.8124,12.50,0.3305
3,1771000727.7597697,2,2,2,0,0,39.5949,38.8290,6.25,-0.7659
4,1771000738.4499702,2,4,4,0,0,38.3150,38.8914,12.50,0.5764
5,1771000738.969292,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
6,1771000747.8216007,2,15,15,0,0,38.9796,39.0047,50.00,0.0639
7,1771000748.6714125,2,9,9,0,0,39.3824,39.3828,34.62,0.1541
8,1771000778.3293436,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
9,1771000851.2194114,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
10,1771000864.9598327,2,2,2,0,0,39.6782,39.7062,6.25,0.0280
11,1771000877.7498336,2,2,2,0,0,39.9212,39.8959,5.00,-0.0254
12,1771000921.6693208,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
13,1771000942.46001,2,3,3,0,0,40.1999,40.8233,9.38,0.6234
14,1771000964.9509318,2,15,15,0,0,39.9241,40.1442,41.67,0.2201
15,1771001029.7996013,2,1,1,0,0,39.1150,41.0557,3.33,1.9407
16,1771001076.619901,2,1,1,0,0,39.2522,0.0000,2.63,0.0000
17,1771001294.369575,2,1,1,0,0,39.5899,39.5899,3.12,0.0000
18,1771001344.932731,2,17,17,0,0,38.4417,39.4649,42.50,1.0232
19,1771001386.4221506,2,13,13,0,0,39.2224,39.5688,46.43,0.3265
20,1771001414.8469846,2,5,5,0,0,39.5187,40.2793,15.62,0.8729
