crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771000575.5568273,2,9,9,0,0,10.0548,10.3807,22.50,0.3259
1,1771000610.7377262,2,9,9,0,0,10.7272,11.2033,22.50,0.4762
2,1771000793.7757576,2,1,1,0,0,10.8428,11.6337,2.08,0.7908
3,1771000808.6958232,2,1,1,0,0,11.6337,12.4214,2.08,0.7877
4,1771000872.697311,2,11,11,0,0,10.6937,10.8064,34.38,0.1808
5,1771000956.7479267,2,9,9,0,0,12.3231,12.1291,25.00,0.5977
6,1771001092.8863704,2,5,5,0,0,10.8626,11.8739,11.90,1.0113
7,1771001149.0056922,2,2,2,0,0,5.6223,11.8026,8.33,0.5580
8,1771001158.49896,2,21,21,0,0,10.7997,10.8313,75.00,0.0790
9,1771001166.9171345,2,9,9,0,0,10.8346,12.2209,30.00,1.2567
10,1771001168.6172557,2,9,9,0,0,12.1885,12.4573,37.50,1.0924
11,1771001176.3766422,2,9,9,0,0,11.3303,12.7493,40.91,-1.0891
12,1771001186.8260107,2,3,3,0,0,9.3669,12.9368,9.38,-1.1136
13,1771001258.5254405,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
14,1771001343.1762412,2,3,3,0,0,10.6497,11.5864,10.00,0.8386
