crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1770814406.3126256,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1770814474.944254,2,8,0,0,8,36.1579,0.0000,18.18,0.0000
2,1770814505.6940246,2,8,0,0,8,36.0577,0.0000,19.05,0.0000
3,1770814592.004122,2,6,0,0,6,35.8255,0.0000,16.67,0.0000
4,1770814642.7730827,2,2,0,0,2,35.5028,0.0000,4.55,0.0000
5,1770814709.634238,2,8,0,0,8,35.4557,0.0000,23.53,0.0000
6,1770814714.0132432,2,2,0,0,2,36.1899,0.0000,4.55,0.0000
7,1770814715.0431921,2,2,0,0,2,36.3685,0.0000,4.76,0.0000
8,1770814749.153012,2,1,0,0,1,36.5665,0.0000,2.17,0.0000
9,1770814756.363447,2,3,0,0,3,35.5572,0.0000,7.14,0.0000
10,1770814799.3032339,2,2,0,0,2,35.5826,0.0000,4.55,0.0000
11,1770814868.8041313,2,10,0,0,10,35.7281,0.0000,35.71,0.0000
12,1770814956.733773,2,8,0,0,8,35.2241,0.0000,23.53,0.0000
13,1770814958.5130744,2,3,0,0,3,35.7813,0.0000,7.50,0.0000
14,1770814983.9934113,2,5,0,0,5,36.0180,0.0000,15.62,0.0000
15,1770815002.3334737,2,3,0,0,3,35.8256,0.0000,7.14,0.0000
16,1770815024.1934006,2,4,0,0,4,36.4379,0.0000,8.33,0.0000
17,1770815127.4042428,2,9,0,0,9,36.1643,0.0000,34.62,0.0000
18,1770815128.0730934,2,11,0,0,11,35.0031,0.0000,55.00,0.0000
19,1770815190.5136147,2,4,0,0,4,35.3990,0.0000,11.76,0.0000
20,1770815221.5444062,2,9,0,0,9,34.9058,0.0000,22.50,0.0000
21,1770815236.1240244,2,6,0,0,6,35.3931,0.0000,16.67,0.0000
