crash_trial,sfc_id,recover_success,backup_success,backup_efficient,latency_diff,time_to_recover,vnf_id,latency_degrad,resource_degrad
0,sfc_unique_p2_1,True,False,N/A,-46.87701687284587,0.01628422737121582,N/A,-46.87701687284587,-21.0
0,sfc_cache_p4_2,True,False,N/A,-43.60333133663498,0.031241178512573242,N/A,-43.60333133663498,-1.67
0,sfc_cache_p2_2,True,False,N/A,-45.15171458778403,0.04664897918701172,N/A,-45.15171458778403,-6.0
1,sfc_unique_p3_5,True,False,N/A,-41.62187704826123,0.029153823852539062,N/A,-41.62187704826123,-21.0
1,sfc_cache_p4_3,True,False,N/A,-41.48472955197077,0.051935672760009766,N/A,-41.48472955197077,-10.0
1,sfc_cache_p3_4,True,False,N/A,-43.033253905345525,0.07625174522399902,N/A,-43.033253905345525,-5.67
1,sfc_cache_p2_7,True,False,N/A,-43.87325362833056,0.1053004264831543,N/A,-43.87325362833056,-6.0
1,sfc_cache_p2_3,True,False,N/A,-39.89963475402125,0.2633547782897949,N/A,-39.89963475402125,-10.0
2,sfc_unique_p1_5,True,False,N/A,-45.490369431776934,0.030399560928344727,N/A,-45.490369431776934,-21.0
2,sfc_cache_p2_3,True,False,N/A,-41.00589726583767,0.05550026893615723,N/A,-41.00589726583767,-6.0
2,sfc_cache_p1_3,True,False,N/A,-43.56589726583768,0.0825958251953125,N/A,-43.56589726583768,-6.0
3,sfc_unique_p4_5,True,False,N/A,-40.89872276786573,0.03912186622619629,N/A,-40.89872276786573,-21.0
3,sfc_unique_p2_7,True,False,N/A,-38.67966994781069,0.07266879081726074,N/A,-38.67966994781069,-21.0
3,sfc_unique_p1_5,True,False,N/A,-41.24187704826123,0.10935330390930176,N/A,-41.24187704826123,-21.0
3,sfc_cache_p4_8,True,False,N/A,-44.35713784949393,0.14293789863586426,N/A,-44.35713784949393,-10.0
3,sfc_cache_p4_6,True,False,N/A,-43.57078344476567,0.17783808708190918,N/A,-43.57078344476567,-10.0
3,sfc_cache_p4_10,True,False,N/A,-43.71671131712858,0.21512079238891602,N/A,-43.71671131712858,-10.0
3,sfc_cache_p3_5,True,False,N/A,-42.78361958442492,0.25115036964416504,N/A,-42.78361958442492,-1.67
3,sfc_cache_p3_10,True,False,N/A,-40.90591558991932,0.28712987899780273,N/A,-40.90591558991932,-6.0
3,sfc_cache_p2_8,True,False,N/A,-43.03713784949393,0.3265688419342041,N/A,-43.03713784949393,-10.0
3,sfc_cache_p1_10,True,False,N/A,-44.02280327511356,0.3655126094818115,N/A,-44.02280327511356,-5.67
4,sfc_unique_p4_6,True,False,N/A,-42.479204388926235,0.028197050094604492,N/A,-42.479204388926235,-21.0
4,sfc_cache_p4_8,True,False,N/A,-44.99624050885586,0.05214118957519531,N/A,-44.99624050885586,-6.0
4,sfc_cache_p4_10,True,False,N/A,-41.701945682482155,0.07625460624694824,N/A,-41.701945682482155,-10.0
4,sfc_cache_p3_5,True,False,N/A,-43.02179388305355,0.10517263412475586,N/A,-43.02179388305355,-6.0
4,sfc_cache_p3_10,True,False,N/A,-44.89401073698713,0.13149690628051758,N/A,-44.89401073698713,-6.0
4,sfc_cache_p1_10,True,False,N/A,-43.215832424711635,0.15904808044433594,N/A,-43.215832424711635,-6.0
5,sfc_unique_p4_9,True,False,N/A,-44.48597013562702,0.026348352432250977,N/A,-44.48597013562702,-21.0
5,sfc_unique_p4_6,True,False,N/A,-40.96294187710981,0.05098748207092285,N/A,-40.96294187710981,-21.0
5,sfc_cache_p4_8,True,False,N/A,-40.39102439070314,0.07611536979675293,N/A,-40.39102439070314,-10.0
5,sfc_cache_p3_9,True,False,N/A,-42.16386138311068,0.10076713562011719,N/A,-42.16386138311068,-6.0
6,sfc_unique_p3_13,True,False,N/A,-40.20892463768646,0.04950356483459473,N/A,-40.20892463768646,-21.0
6,sfc_cache_p4_14,True,False,N/A,-45.413694785981036,0.09278106689453125,N/A,-45.413694785981036,-6.0
6,sfc_cache_p4_12,True,False,N/A,-43.57681459250073,0.13987946510314941,N/A,-43.57681459250073,-6.0
6,sfc_cache_p2_13,True,False,N/A,-44.34532031921532,0.18454408645629883,N/A,-44.34532031921532,-6.0
6,sfc_cache_p2_12,True,False,N/A,-45.340652160568425,0.23154354095458984,N/A,-45.340652160568425,-10.0
6,sfc_cache_p1_15,True,False,N/A,-41.9059398167457,0.277080774307251,N/A,-41.9059398167457,-6.0
