No.,timestamp,time_seconds,users,cpu_utilization,gpu_utilization,bandwidth_utilization,cache_utilization,network_cpu_utilization,network_gpu_utilization,network_cache_utilization,mobile_cpu_utilization,mobile_gpu_utilization,mobile_cache_utilization,latency,latency_diff,wait_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,gpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,gpu_per_flow,cache_per_flow,server_energy_consumption,mobile_energy_consumption,total_energy_consumption
0,1761780475.4000382,0,1,0.0169,0.0378,0.0166,0.0249,1.7279,3.7799,2.4947,0.0,0.0,0.0,9.04,None,None,6.556,True,None,sfc_cache_p1_1,0,None,0,0,0,0,2,0,0,0,False,100.0,8.0,7.5,16.5,2087.9795475674,10.0,2097.9795475674
0,1761780475.4004831,0.0,1,0.0169,0.0378,0.0166,0.0249,1.7279,3.7799,2.4947,0.0,0.0,0.0,15.4,None,None,5.435,True,None,sfc_unique_p1_1,0,None,0,0,0,0,2,0,0,0,False,100.0,8.0,7.5,16.5,2087.9795475674,10.0,2097.9795475674
0,1761780475.4196653,0.0,2,0.0208,0.1058,0.0311,0.0499,2.1599,10.5836,4.9894,0.0,0.0,0.0,5.86,None,None,6.008,True,None,sfc_cache_p2_1,0,None,0,0,0,0,4,0,0,0,False,100.0,5.0,10.5,16.5,2144.2500774713358,20.0,2164.2500774713358
0,1761780475.4200382,0.0,2,0.0208,0.1058,0.0311,0.0499,2.1599,10.5836,4.9894,0.0,0.0,0.0,10.48,None,None,5.888,True,None,sfc_unique_p2_1,0,None,0,0,0,0,4,0,0,0,False,100.0,5.0,10.5,16.5,2144.2500774713358,20.0,2164.2500774713358
0,1761780475.4510686,0.1,3,0.0417,0.11,0.0395,0.0499,4.4278,11.0044,4.9894,0.0,0.0,0.0,6.87,None,None,9.141,True,None,sfc_cache_p3_1,0,None,4,4.33,33.0,2,6,0,0,0,False,100.0,6.833333333333333,7.278333333333333,11.0,2161.461109389526,30.0,2191.461109389526
0,1761780475.4517283,0.1,3,0.0417,0.11,0.0395,0.0499,4.4278,11.0044,4.9894,0.0,0.0,0.0,15.22,None,None,10.135,True,None,sfc_unique_p3_1,0,None,4,4.33,33.0,2,6,0,0,0,False,100.0,6.833333333333333,7.278333333333333,11.0,2161.461109389526,30.0,2191.461109389526
0,1761780475.4738383,0.1,4,0.0576,0.1445,0.0561,0.0748,6.2994,14.4491,7.4841,0.0,0.0,0.0,9.75,None,None,9.998,True,None,sfc_cache_p4_1,0,None,4,4.33,33.0,3,8,0,0,0,False,100.0,7.29125,7.1675,12.375,2196.7889213891726,40.0,2236.7889213891726
0,1761780475.4742022,0.1,4,0.0576,0.1445,0.0561,0.0748,6.2994,14.4491,7.4841,0.0,0.0,0.0,16.15,None,None,5.477,True,None,sfc_unique_p4_1,0,None,4,4.33,33.0,3,8,0,0,0,False,100.0,7.29125,7.1675,12.375,2196.7889213891726,40.0,2236.7889213891726
0,1761780475.4917054,0.1,5,0.0635,0.2033,0.0742,0.0998,7.1267,20.3306,9.9788,0.0,0.0,0.0,10.9,None,None,5.977,True,None,sfc_cache_p5_1,0,None,4,4.33,33.0,5,10,0,0,0,False,100.0,6.598999999999999,8.068000000000001,13.2,2250.1393072232827,50.0,2300.1393072232827
0,1761780475.4920855,0.1,5,0.0635,0.2033,0.0742,0.0998,7.1267,20.3306,9.9788,0.0,0.0,0.0,8.9,None,None,5.535,True,None,sfc_unique_p5_1,0,None,4,4.33,33.0,5,10,0,0,0,False,100.0,6.598999999999999,8.068000000000001,13.2,2250.1393072232827,50.0,2300.1393072232827
0,1761780475.514033,0.1,6,0.0824,0.2268,0.0857,0.1247,9.4669,22.6817,12.4735,0.0,0.0,0.0,5.74,None,None,5.993,True,None,sfc_cache_p6_1,0,None,4,4.33,33.0,7,12,0,0,0,False,100.0,7.305,7.5008333333333335,13.75,2276.7321643661403,60.0,2336.7321643661403
0,1761780475.514412,0.1,6,0.0824,0.2268,0.0857,0.1247,9.4669,22.6817,12.4735,0.0,0.0,0.0,9.42,None,None,5.52,True,None,sfc_unique_p6_1,0,None,4,4.33,33.0,7,12,0,0,0,False,100.0,7.305,7.5008333333333335,13.75,2276.7321643661403,60.0,2336.7321643661403
0,1761780495.3996894,20.0,6,0.1032,0.2411,0.1064,0.1497,11.8428,24.1105,14.9682,1.9733,0.0,0.0,9.14,None,None,7.856,True,None,sfc_cache_p1_2,0,None,4,4.33,33.0,7,14,0,0,0,False,100.0,8.070714285714285,6.8342857142857145,14.142857142857142,2298.2850122392956,70.0,2368.2850122392956
0,1761780495.4000823,20.0,6,0.1032,0.2411,0.1064,0.1497,11.8428,24.1105,14.9682,1.9733,0.0,0.0,15.82,None,None,5.605,True,None,sfc_unique_p1_2,0,None,4,4.33,33.0,7,14,0,0,0,False,100.0,8.070714285714285,6.8342857142857145,14.142857142857142,2298.2850122392956,70.0,2368.2850122392956
0,1761780495.4193568,20.0,7,0.1161,0.2672,0.1291,0.1746,13.2468,26.7161,17.463,3.552,0.0,0.0,10.14,None,None,5.795,True,None,sfc_cache_p2_2,0,None,8.33,4.33,33.0,8,16,0,0,0,False,100.0,8.0825,6.62625,14.4375,2333.8885836678674,80.0,2413.8885836678674
0,1761780495.4197268,20.0,7,0.1161,0.2672,0.1291,0.1746,13.2468,26.7161,17.463,3.552,0.0,0.0,15.55,None,None,5.597,True,None,sfc_unique_p2_2,0,None,8.33,4.33,33.0,8,16,0,0,0,False,100.0,8.0825,6.62625,14.4375,2333.8885836678674,80.0,2413.8885836678674
0,1761780495.437084,20.0,8,0.1416,0.2672,0.145,0.1996,16.235,26.7161,19.9577,4.8436,0.0,0.0,9.48,None,None,5.676,True,None,sfc_cache_p3_2,0,None,8.33,4.33,33.0,10,18,0,0,0,False,100.0,8.906666666666668,5.89,14.666666666666666,2358.6122341172013,90.0,2448.6122341172013
0,1761780495.43745,20.0,8,0.1416,0.2672,0.145,0.1996,16.235,26.7161,19.9577,4.8436,0.0,0.0,17.74,None,None,5.621,True,None,sfc_unique_p3_2,0,None,8.33,4.33,33.0,10,18,0,0,0,False,100.0,8.906666666666668,5.89,14.666666666666666,2358.6122341172013,90.0,2448.6122341172013
0,1761780495.4572344,20.1,9,0.1644,0.2672,0.1599,0.2245,18.9349,26.7161,22.4524,6.7326,0.0,0.0,9.73,None,None,6.047,True,None,sfc_cache_p4_2,0,None,8.33,4.33,33.0,12,20,0,0,0,False,100.0,9.566,5.301,14.85,2367.9015198314864,100.0,2467.9015198314864
0,1761780495.4576163,20.1,9,0.1644,0.2672,0.1599,0.2245,18.9349,26.7161,22.4524,6.7326,0.0,0.0,12.53,None,None,5.528,True,None,sfc_unique_p4_2,0,None,8.33,4.33,33.0,12,20,0,0,0,False,100.0,9.566,5.301,14.85,2367.9015198314864,100.0,2467.9015198314864
0,1761780495.4789925,20.1,10,0.1791,0.2882,0.1788,0.2495,20.8432,28.8151,24.9471,7.8102,0.0,0.0,7.75,None,None,6.049,True,None,sfc_cache_p5_2,0,None,8.33,4.33,33.0,13,22,0,0,0,False,100.0,9.726818181818182,5.197727272727272,15.0,2386.7903534170146,110.0,2496.7903534170146
0,1761780495.4793744,20.1,10,0.1791,0.2882,0.1788,0.2495,20.8432,28.8151,24.9471,7.8102,0.0,0.0,19.82,None,None,5.481,True,None,sfc_unique_p5_2,0,None,8.33,4.33,33.0,13,22,0,0,0,False,100.0,9.726818181818182,5.197727272727272,15.0,2386.7903534170146,110.0,2496.7903534170146
0,1761780495.4995072,20.1,11,0.1912,0.3108,0.1964,0.2495,20.8432,31.0831,24.9471,13.5617,0.0,0.0,10.36,None,None,5.83,True,None,sfc_cache_p6_2,0,None,12.33,4.33,66.0,16,24,0,0,0,False,100.0,9.66625,5.139583333333333,13.75,2398.9788691266567,140.0,2538.9788691266567
0,1761780495.4998848,20.1,11,0.1912,0.3108,0.1964,0.2495,20.8432,31.0831,24.9471,13.5617,0.0,0.0,14.52,None,None,5.709,True,None,sfc_unique_p6_2,0,None,12.33,4.33,66.0,16,24,0,0,0,False,100.0,9.66625,5.139583333333333,13.75,2398.9788691266567,140.0,2538.9788691266567
0,1761780511.4120986,36.0,11,0.1991,0.3554,0.2151,0.2744,22.2828,35.5357,27.4418,12.7314,0.0,0.0,6.24,None,None,6.135,True,None,sfc_cache_p1_3,0,None,12.33,4.33,66.0,16,26,0,0,0,False,100.0,9.435384615384617,5.423846153846155,13.961538461538462,2443.7695834123715,150.0,2593.7695834123715
0,1761780511.4124742,36.0,11,0.1991,0.3554,0.2151,0.2744,22.2828,35.5357,27.4418,12.7314,0.0,0.0,10.81,None,None,5.587,True,None,sfc_unique_p1_3,0,None,12.33,4.33,66.0,16,26,0,0,0,False,100.0,9.435384615384617,5.423846153846155,13.961538461538462,2443.7695834123715,150.0,2593.7695834123715
