No.,timestamp,time_seconds,users,cpu_utilization,gpu_utilization,bandwidth_utilization,cache_utilization,network_cpu_utilization,network_gpu_utilization,network_cache_utilization,mobile_cpu_utilization,mobile_gpu_utilization,mobile_cache_utilization,latency,latency_diff,wait_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,gpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,gpu_per_flow,cache_per_flow,server_energy_consumption,mobile_energy_consumption,total_energy_consumption
0,1761780460.3764598,0,1,0.0042,0.068,0.0118,0.0249,0.432,6.8037,2.4947,0.0,0.0,0.0,10.34,None,None,8.271,True,None,sfc_cache_p1_1,0,None,0,0,0,0,2,0,0,0,False,100.0,2.0,13.5,16.5,2102.300898667493,10.0,2112.300898667493
0,1761780460.3769329,0.0,1,0.0042,0.068,0.0118,0.0249,0.432,6.8037,2.4947,0.0,0.0,0.0,7.98,None,None,5.924,True,None,sfc_unique_p1_1,0,None,0,0,0,0,2,0,0,0,False,100.0,2.0,13.5,16.5,2102.300898667493,10.0,2112.300898667493
0,1761780460.394109,0.0,2,0.0134,0.1134,0.0306,0.0249,1.4039,11.3396,2.4947,0.0,0.0,0.0,10.82,None,None,5.941,True,None,sfc_cache_p2_1,0,None,4,0,33.0,2,4,0,0,0,False,100.0,3.25,11.25,8.25,2149.7133560582583,20.0,2169.7133560582583
0,1761780460.3944895,0.0,2,0.0134,0.1134,0.0306,0.0249,1.4039,11.3396,2.4947,0.0,0.0,0.0,16.54,None,None,5.468,True,None,sfc_unique_p2_1,0,None,4,0,33.0,2,4,0,0,0,False,100.0,3.25,11.25,8.25,2149.7133560582583,20.0,2169.7133560582583
0,1761780460.413733,0.0,3,0.0384,0.1285,0.0392,0.0499,4.1038,12.8515,4.9894,0.0,0.0,0.0,5.76,None,None,6.117,True,None,sfc_cache_p3_1,0,None,4,0,33.0,4,6,0,0,0,False,100.0,6.333333333333333,8.5,11.0,2173.521846916641,30.0,2203.521846916641
0,1761780460.4141238,0.0,3,0.0384,0.1285,0.0392,0.0499,4.1038,12.8515,4.9894,0.0,0.0,0.0,14.78,None,None,5.415,True,None,sfc_unique_p3_1,0,None,4,0,33.0,4,6,0,0,0,False,100.0,6.333333333333333,8.5,11.0,2173.521846916641,30.0,2203.521846916641
0,1761780460.431743,0.1,4,0.0507,0.1621,0.0578,0.0499,5.5802,16.2106,4.9894,0.0,0.0,0.0,7.18,None,None,5.966,True,None,sfc_cache_p4_1,0,None,8,0,66.0,7,8,0,0,0,False,100.0,6.45875,8.04125,8.25,2216.7376417725445,40.0,2256.7376417725445
0,1761780460.4321136,0.1,4,0.0507,0.1621,0.0578,0.0499,5.5802,16.2106,4.9894,0.0,0.0,0.0,12.69,None,None,5.504,True,None,sfc_unique_p4_1,0,None,8,0,66.0,7,8,0,0,0,False,100.0,6.45875,8.04125,8.25,2216.7376417725445,40.0,2256.7376417725445
0,1761780460.4488466,0.1,5,0.0625,0.1848,0.0765,0.0499,7.0565,18.4785,4.9894,0.0,0.0,0.0,6.77,None,None,5.662,True,None,sfc_cache_p5_1,0,None,12,4.33,99.0,11,10,0,0,0,False,100.0,6.534000000000001,7.333,6.6,2241.8713155237115,50.0,2291.8713155237115
0,1761780460.4492135,0.1,5,0.0625,0.1848,0.0765,0.0499,7.0565,18.4785,4.9894,0.0,0.0,0.0,16.11,None,None,5.438,True,None,sfc_unique_p5_1,0,None,12,4.33,99.0,11,10,0,0,0,False,100.0,6.534000000000001,7.333,6.6,2241.8713155237115,50.0,2291.8713155237115
0,1761780460.4770622,0.1,6,0.0611,0.2419,0.0941,0.0499,7.0565,24.1911,4.9894,0.0,0.0,0.0,7.09,None,None,10.55,True,None,sfc_cache_p6_1,0,None,16,8.66,132.0,15,12,0,0,0,False,100.0,5.445,8.0,5.5,2277.7113155237116,60.0,2337.7113155237116
0,1761780460.4774334,0.1,6,0.0611,0.2419,0.0941,0.0499,7.0565,24.1911,4.9894,0.0,0.0,0.0,11.58,None,None,8.453,True,None,sfc_unique_p6_1,0,None,16,8.66,132.0,15,12,0,0,0,False,100.0,5.445,8.0,5.5,2277.7113155237116,60.0,2337.7113155237116
0,1761780482.3666809,22.0,6,0.083,0.257,0.1062,0.0748,9.7564,25.7031,7.4841,0.0,0.0,0.0,9.18,None,None,5.867,True,None,sfc_cache_p1_2,0,None,16,8.66,132.0,15,14,0,0,0,False,100.0,6.452857142857143,7.285714285714286,7.071428571428571,2306.7864286318613,70.0,2376.7864286318613
0,1761780482.3670466,22.0,6,0.083,0.257,0.1062,0.0748,9.7564,25.7031,7.4841,0.0,0.0,0.0,7.84,None,None,5.526,True,None,sfc_unique_p1_2,0,None,16,8.66,132.0,15,14,0,0,0,False,100.0,6.452857142857143,7.285714285714286,7.071428571428571,2306.7864286318613,70.0,2376.7864286318613
