No.,timestamp,time_seconds,users,cpu_utilization,gpu_utilization,bandwidth_utilization,cache_utilization,network_cpu_utilization,network_gpu_utilization,network_cache_utilization,mobile_cpu_utilization,mobile_gpu_utilization,mobile_cache_utilization,latency,latency_diff,wait_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,gpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,gpu_per_flow,cache_per_flow,server_energy_consumption,mobile_energy_consumption,total_energy_consumption
0,1761752602.472147,0,1,0.0,0.0781,0.0025,0.0249,0.0,7.8117,2.4947,0.0,0.0,0.0,2.95,None,None,6.903,True,None,sfc_cache_p1_1,0,None,0,0,0,1,2,0,0,0,False,100.0,0.0,15.5,16.5,2095.5687973997833,10.0,2095.5687973997833
0,1761752602.4726121,0.0,1,0.0,0.0781,0.0025,0.0249,0.0,7.8117,2.4947,0.0,0.0,0.0,4.61,None,None,5.712,True,None,sfc_unique_p1_1,0,None,0,0,0,1,2,0,0,0,False,100.0,0.0,15.5,16.5,2095.5687973997833,10.0,2095.5687973997833
0,1761752602.4919956,0.0,2,0.0,0.1352,0.0151,0.0249,0.0,13.5243,2.4947,0.0,0.0,0.0,3.07,None,None,6.038,True,None,sfc_cache_p2_1,0,None,0,8.33,33.0,4,4,0,0,0,False,100.0,0.0,13.4175,8.25,2138.446703078474,20.0,2138.446703078474
0,1761752602.492375,0.0,2,0.0,0.1352,0.0151,0.0249,0.0,13.5243,2.4947,0.0,0.0,0.0,17.5,None,None,5.778,True,None,sfc_unique_p2_1,0,None,0,8.33,33.0,4,4,0,0,0,False,100.0,0.0,13.4175,8.25,2138.446703078474,20.0,2138.446703078474
0,1761752602.5097058,0.0,3,0.0,0.1924,0.0176,0.0249,0.0,19.237,2.4947,0.0,0.0,0.0,2.91,None,None,6.586,True,None,sfc_cache_p3_1,0,None,0,16.66,66.0,8,6,0,0,0,False,100.0,0.0,12.723333333333334,5.5,2148.80694143167,30.0,2148.80694143167
0,1761752602.5100827,0.0,3,0.0,0.1924,0.0176,0.0249,0.0,19.237,2.4947,0.0,0.0,0.0,4.53,None,None,5.702,True,None,sfc_unique_p3_1,0,None,0,16.66,66.0,8,6,0,0,0,False,100.0,0.0,12.723333333333334,5.5,2148.80694143167,30.0,2148.80694143167
0,1761752602.5251436,0.1,4,0.0039,0.2604,0.0272,0.0499,0.432,26.0407,4.9894,0.0,0.0,0.0,5.11,None,None,5.944,True,None,sfc_cache_p4_1,0,None,0,16.66,66.0,9,8,0,0,0,False,100.0,0.5,12.9175,8.25,2196.128563471602,40.0,2196.128563471602
0,1761752602.5255046,0.1,4,0.0039,0.2604,0.0272,0.0499,0.432,26.0407,4.9894,0.0,0.0,0.0,6.95,None,None,5.697,True,None,sfc_unique_p4_1,0,None,0,16.66,66.0,9,8,0,0,0,False,100.0,0.5,12.9175,8.25,2196.128563471602,40.0,2196.128563471602
0,1761752602.5407307,0.1,5,0.0281,0.2755,0.0414,0.0748,3.1319,27.5527,7.4841,0.0,0.0,0.0,6.39,None,None,5.718,True,None,sfc_cache_p5_1,0,None,0,16.66,66.0,11,10,0,0,0,False,100.0,2.9,10.934000000000001,9.9,2229.599050107419,50.0,2229.599050107419
0,1761752602.541108,0.1,5,0.0281,0.2755,0.0414,0.0748,3.1319,27.5527,7.4841,0.0,0.0,0.0,13.72,None,None,5.575,True,None,sfc_unique_p5_1,0,None,0,16.66,66.0,11,10,0,0,0,False,100.0,2.9,10.934000000000001,9.9,2229.599050107419,50.0,2229.599050107419
