No.,timestamp,time_seconds,users,cpu_utilization,bandwidth_utilization,cache_utilization,mobile_cpu_utilization,mobile_cache_utilization,latency,latency_diff,wait_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,reuse_cpu_rate,reuse_cache_rate
0,1755014787.6968195,0,1,0.0181,0.0041,0.0275,9.33,0.0,9.56,None,None,405.932,True,None,sfc_cache_p1_1,0,None,0,0,0,0,0,0,0,False,100.0,0.0,0.0
0,1755014787.6971028,0.0,1,0.0181,0.0041,0.0275,9.33,0.0,14.76,None,None,4.626,True,None,sfc_unique_p1_1,0,None,0,0,0,0,0,0,0,False,100.0,0.0,0.0
0,1755014787.7270603,0.0,2,0.0328,0.0082,0.0275,18.66,0.0,9.29,None,None,15.304,True,None,sfc_cache_p2_1,0,None,4,33.0,3,0,0,0,0,False,100.0,6.451612903225806,50.0
0,1755014787.7274306,0.0,2,0.0328,0.0082,0.0275,18.66,0.0,14.23,None,None,9.082,True,None,sfc_unique_p2_1,0,None,4,33.0,3,0,0,0,0,False,100.0,6.451612903225806,50.0
0,1755014787.7497375,0.1,3,0.0475,0.0123,0.0275,27.99,0.0,9.29,None,None,9.36,True,None,sfc_cache_p3_1,0,None,8,66.0,6,0,0,0,0,False,100.0,8.60215053763441,66.66666666666666
0,1755014787.750086,0.1,3,0.0475,0.0123,0.0275,27.99,0.0,14.23,None,None,9.069,True,None,sfc_unique_p3_1,0,None,8,66.0,6,0,0,0,0,False,100.0,8.60215053763441,66.66666666666666
0,1755014787.7756817,0.1,4,0.0622,0.0174,0.0275,37.32,0.0,9.28,None,None,9.897,True,None,sfc_cache_p4_1,0,None,12,99.0,8,0,0,0,0,False,100.0,9.67741935483871,75.0
0,1755014787.7758808,0.1,4,0.0622,0.0174,0.0275,37.32,0.0,14.95,None,None,5.554,True,None,sfc_unique_p4_1,0,None,12,99.0,8,0,0,0,0,False,100.0,9.67741935483871,75.0
0,1755014804.3009706,16.6,6,0.0803,0.0219,0.055,46.65,0.0,9.28,None,None,12.088,True,None,sfc_cache_p1_2,0,None,12,99.0,8,0,0,0,0,False,100.0,7.741935483870968,60.0
0,1755014804.301197,16.6,6,0.0803,0.0219,0.055,46.65,0.0,13.48,None,None,5.412,True,None,sfc_unique_p1_2,0,None,12,99.0,8,0,0,0,0,False,100.0,7.741935483870968,60.0
0,1755014804.3185873,16.6,7,0.0983,0.0265,0.0825,55.98,0.0,10.67,None,None,8.748,True,None,sfc_cache_p2_2,0,None,12,99.0,8,0,0,0,0,False,100.0,6.451612903225806,50.0
