crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769949319.4186077,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1769949411.1096933,2,13,0,0,13,7.2176,0.0000,36.11,0.0000
2,1769949446.919086,2,5,0,0,5,7.6965,0.0000,9.26,0.0000
3,1769949456.00953,2,5,0,0,5,8.9262,0.0000,10.87,0.0000
4,1769949456.153784,2,7,0,0,7,7.3889,0.0000,18.42,0.0000
5,1769949507.6809154,2,18,0,0,18,7.1299,0.0000,128.57,0.0000
6,1769949540.7590132,2,4,0,0,4,7.1491,0.0000,11.11,0.0000
7,1769949621.3601727,2,16,0,0,16,8.2012,0.0000,61.54,0.0000
8,1769949623.2488134,2,2,0,0,2,8.8280,0.0000,3.85,0.0000
9,1769949652.9307597,2,13,0,0,13,8.2432,0.0000,43.33,0.0000
10,1769949818.0303404,2,9,0,0,9,7.5573,0.0000,50.00,0.0000
11,1769949820.1309698,2,17,0,0,17,7.3360,0.0000,85.00,0.0000
12,1769949873.8290417,2,2,0,0,2,7.5784,0.0000,10.00,0.0000
13,1769949896.930757,2,20,0,0,20,7.1625,0.0000,250.00,0.0000
14,1769950018.7388985,2,3,0,0,3,8.5423,0.0000,8.82,0.0000
15,1769950032.1187003,2,1,0,0,1,9.2503,0.0000,2.63,0.0000
16,1769950063.3088863,2,3,0,0,3,7.0032,0.0000,8.82,0.0000
17,1769950091.6594617,2,4,0,0,4,8.5497,0.0000,7.69,0.0000
18,1769950169.0696247,2,9,0,0,9,8.3046,0.0000,28.12,0.0000
