crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769911367.8358812,2,6,6,0,0,44.1516,0.0000,42.86,0.0000
1,1769911385.2755666,2,3,3,0,0,44.0771,0.0000,9.38,0.0000
2,1769911443.6356728,2,4,4,0,0,43.5856,0.0000,10.53,0.0000
3,1769911456.9158685,2,5,5,0,0,46.4878,0.0000,19.23,0.0000
4,1769911571.5960066,2,7,7,0,0,44.9990,0.0000,26.92,0.0000
5,1769911581.7361689,2,7,7,0,0,44.3565,0.0000,29.17,0.0000
6,1769911609.7558265,2,6,6,0,0,45.0705,0.0000,30.00,0.0000
7,1769911701.7076557,2,40,40,0,0,44.4920,0.0000,0.00,0.0000
8,1769911741.8868809,2,12,12,0,0,44.9977,0.0000,75.00,0.0000
9,1769911783.1357484,2,4,4,0,0,46.3387,0.0000,12.50,0.0000
10,1769911791.267515,2,36,36,0,0,44.3897,0.0000,0.00,0.0000
11,1769911807.7279873,2,18,18,0,0,44.6523,0.0000,180.00,0.0000
12,1769912077.146233,2,9,9,0,0,46.3026,0.0000,28.12,0.0000
13,1769912093.626622,2,6,6,0,0,44.1577,0.0000,17.65,0.0000
14,1769912120.325798,2,4,4,0,0,45.9750,0.0000,11.11,0.0000
15,1769912460.2069917,2,6,6,0,0,44.9781,0.0000,20.00,0.0000
