crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769955220.4332726,2,1,0,0,1,26.8518,0.0000,4.55,0.0000
1,1769955268.3534338,2,2,0,0,2,26.9530,0.0000,4.55,0.0000
2,1769955344.043784,2,11,0,0,11,27.5378,0.0000,20.37,0.0000
3,1769955499.793539,2,6,0,0,6,28.0161,0.0000,17.65,0.0000
4,1769955535.9140153,2,8,0,0,8,27.2713,0.0000,23.53,0.0000
5,1769955632.0251238,2,10,0,0,10,27.2190,0.0000,25.00,0.0000
6,1769955654.0729737,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
7,1769955675.5128727,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
8,1769955682.0557575,2,14,0,0,14,27.1492,0.0000,46.67,0.0000
9,1769955717.8537073,2,7,0,0,7,27.2554,0.0000,26.92,0.0000
10,1769955726.9829397,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
11,1769955778.534368,2,8,0,0,8,26.8604,0.0000,17.39,0.0000
12,1769955796.699902,2,13,0,0,13,27.3112,0.0000,30.95,0.0000
13,1769955929.518885,2,7,0,0,7,27.4832,0.0000,14.58,0.0000
14,1769955959.633097,2,2,0,0,2,28.1231,0.0000,3.03,0.0000
15,1769955968.8440568,2,15,0,0,15,27.6357,0.0000,41.67,0.0000
16,1769956051.1239073,2,4,0,0,4,27.7191,0.0000,7.69,0.0000
17,1769956057.7134204,2,5,0,0,5,27.5354,0.0000,12.50,0.0000
18,1769956101.5886872,2,5,0,0,5,26.8987,0.0000,8.06,0.0000
