crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769911340.5502346,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1769911381.4115186,2,17,0,17,0,20.8993,0.0000,121.43,0.0000
2,1769911390.7310991,2,6,0,6,0,22.1046,0.0000,21.43,0.0000
3,1769911438.6506944,2,3,0,3,0,21.5655,0.0000,7.50,0.0000
4,1769911457.4917483,2,12,0,12,0,21.2984,0.0000,35.29,0.0000
5,1769911471.7805328,2,2,0,2,0,22.0186,0.0000,6.67,0.0000
6,1769911516.271127,2,6,0,6,0,22.1433,0.0000,23.08,0.0000
7,1769911599.7411199,2,6,0,6,0,20.8121,0.0000,16.67,0.0000
8,1769911625.1814725,2,15,0,15,0,20.9650,0.0000,93.75,0.0000
9,1769911637.661245,2,8,0,8,0,21.7138,0.0000,33.33,0.0000
10,1769911656.7518785,2,28,0,28,0,20.5042,0.0000,0.00,0.0000
11,1769911691.560749,2,1,0,1,0,21.3120,0.0000,2.50,0.0000
12,1769911701.3012211,2,16,0,16,0,20.4592,0.0000,61.54,0.0000
13,1769911834.4307997,2,3,0,3,0,22.2912,0.0000,10.00,0.0000
14,1769911862.7719436,2,18,0,18,0,20.7239,0.0000,112.50,0.0000
15,1769912004.303425,2,21,0,21,0,21.1571,0.0000,210.00,0.0000
16,1769912024.9812677,2,3,0,3,0,20.8903,0.0000,13.64,0.0000
17,1769912086.8311906,2,3,0,3,0,21.6600,0.0000,9.38,0.0000
18,1769912460.2181857,2,32,0,32,0,20.2373,0.0000,0.00,0.0000
