crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769894066.7929058,2,2,0,0,2,32.7508,0.0000,4.00,0.0000
1,1769894132.5424716,2,2,0,0,2,33.9685,0.0000,3.70,0.0000
2,1769894179.5724645,2,3,0,0,3,33.0907,0.0000,5.36,0.0000
3,1769894198.7027438,2,2,0,0,2,32.9773,0.0000,3.45,0.0000
4,1769894206.6622186,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
5,1769894260.1426997,2,6,0,0,6,33.1473,0.0000,30.00,0.0000
6,1769894299.052557,2,3,0,0,3,34.0871,0.0000,6.52,0.0000
7,1769894485.9626532,2,4,0,0,4,33.6932,0.0000,7.14,0.0000
8,1769894496.7428005,2,5,0,0,5,35.0032,0.0000,10.00,0.0000
9,1769894530.2825346,2,1,0,0,1,34.3308,0.0000,2.08,0.0000
10,1769894546.312309,2,1,0,0,1,32.1429,0.0000,1.67,0.0000
11,1769894572.072192,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
12,1769894583.8227963,2,7,0,0,7,33.5981,0.0000,12.96,0.0000
13,1769894648.0928605,2,4,0,0,4,34.3928,0.0000,7.14,0.0000
14,1769894721.6223767,2,1,0,0,1,35.4395,0.0000,1.79,0.0000
15,1769894794.381443,2,8,0,0,8,33.3205,0.0000,26.67,0.0000
16,1769894864.383019,2,6,0,0,6,34.1388,0.0000,12.50,0.0000
