crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769911341.2062485,2,1,0,1,0,23.8676,0.0000,4.55,0.0000
1,1769911424.7564547,2,3,0,3,0,23.5471,0.0000,6.82,0.0000
2,1769911447.3966389,2,4,0,4,0,23.9627,0.0000,10.00,0.0000
3,1769911521.2066615,2,2,0,2,0,24.6854,0.0000,5.88,0.0000
4,1769911602.9867623,2,6,0,6,0,23.9081,0.0000,17.65,0.0000
5,1769911633.9660192,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
6,1769911642.247699,2,30,0,30,0,23.1340,0.0000,0.00,0.0000
7,1769911652.703354,2,26,0,26,0,23.5159,0.0000,1300.00,0.0000
8,1769911662.9571147,2,8,0,8,0,23.4729,0.0000,44.44,0.0000
9,1769911667.586002,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
10,1769911743.956411,2,1,0,1,0,23.3772,0.0000,2.63,0.0000
11,1769911784.17644,2,1,0,1,0,23.9290,0.0000,2.38,0.0000
12,1769911905.406205,2,1,0,1,0,25.3544,0.0000,3.85,0.0000
13,1769911927.4465902,2,5,0,5,0,23.5126,0.0000,20.83,0.0000
14,1769911979.626352,2,2,0,2,0,25.9413,0.0000,5.56,0.0000
15,1769911987.9483557,2,38,0,38,0,23.1352,0.0000,0.00,0.0000
16,1769912043.8764303,2,2,0,2,0,26.1958,0.0000,5.88,0.0000
17,1769912460.2140536,2,1,0,1,0,25.8947,0.0000,4.17,0.0000
18,1769912460.6892917,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
19,1769912460.6896777,2,2,0,2,0,24.1621,0.0000,25.00,0.0000
